ID_MISSION,TYPE_MISSION,VILLE_DEPART,PAYS_DEPART,VILLE_DESTINATION,PAYS_DESTINATION,TRANSPORT,ALLER_RETOUR,DISTANCE_KM,CO2EQ,IMPACT
BERLIN_202609110,Rencontre entreprises,Berlin,Allemagne,Sao Paulo,Brazil,Avion,oui,10231.14,0.152,3110.2666
BERLIN_202609111,Rencontre entreprises,Berlin,Allemagne,Stockholm,Suède,Avion,non,811.9,0.2586,209.9573
BERLIN_202609112,Formation,Berlin,Allemagne,Wellington,New Zealand,Avion,oui,18132.94,0.152,5512.4138
BERLIN_202609113,Rencontre entreprises,Berlin,Allemagne,Sidney,Australia,Avion,oui,16089.15,0.152,4891.1016
BERLIN_202609114,Conférence,Berlin,Allemagne,Los Angeles,USA,Avion,oui,9331.71,0.152,2836.8398
BERLIN_202609115,Réunion,Berlin,Allemagne,Oslo,Norvège,Avion,oui,839.66,0.2586,434.2722
BERLIN_202609116,Développement,Berlin,Allemagne,Wellington,New Zealand,Avion,oui,18132.94,0.152,5512.4138
BERLIN_202609117,Formation,Shanghai,China,Washington,USA,Avion,oui,12008.77,0.152,3650.6661
BERLIN_202609118,Réunion,Berlin,Allemagne,Stockholm,Suède,Avion,oui,811.9,0.2586,419.9147
BERLIN_202609119,Développement,Berlin,Allemagne,Dubaï,Emirats,Avion,oui,4624.02,0.152,1405.7021
BERLIN_2026091110,Réunion,Berlin,Allemagne,Oslo,Norvège,Avion,oui,839.66,0.2586,434.2722
BERLIN_2026091111,Formation,Berlin,Allemagne,Los Angeles,USA,Avion,oui,9331.71,0.152,2836.8398
BERLIN_2026091112,Formation,Berlin,Allemagne,Tokyo,Japan,Avion,non,8943.47,0.152,1359.4074
BERLIN_2026091113,Formation,Berlin,Allemagne,Alger,Algeria,Avion,oui,1927.66,0.1875,722.8725
BERLIN_2026091114,Conférence,Berlin,Allemagne,London,England,Avion,oui,933.84,0.2586,482.982
BERLIN_2026091115,Conférence,Berlin,Allemagne,Lima,Peru,Avion,oui,11089.69,0.152,3371.2658
BERLIN_2026091116,Développement,Berlin,Allemagne,Helsinki,Finlande,Avion,oui,1108.32,0.1875,415.62
BERLIN_2026091117,Réunion,Berlin,Allemagne,Mexico,Mexico,Avion,oui,9518.84,0.152,2893.7274
BERLIN_2026091118,Formation,Berlin,Allemagne,Mexico,Mexico,Avion,oui,9518.84,0.152,2893.7274
BERLIN_2026091119,Formation,Shanghai,China,Lille,France,Avion,non,9114.63,0.152,1385.4238
BERLIN_2026091120,Conférence,Berlin,Allemagne,Tunis,Tunisie,Avion,oui,2099.01,0.1875,787.1288
LONDON_202609110,Réunion,London,England,Dubaï,Emirats,Avion,oui,5476.69,0.152,1664.9138
LONDON_202609111,Réunion,London,England,Mexico,Mexico,Avion,oui,8761.47,0.152,2663.4869
LONDON_202609112,Conférence,London,England,Shanghai,China,Avion,oui,9217.19,0.152,2802.0258
LONDON_202609113,Rencontre entreprises,London,England,Compiègne,France,Avion,oui,313.03,0.2586,161.8991
LONDON_202609114,Conférence,London,England,London,England,Transports en commun,oui,8.0,0.11065,1.7704
LONDON_202609115,Développement,London,England,Bordeaux,France,Avion,oui,742.0,0.2586,383.7624
LONDON_202609116,Formation,Shanghai,China,Dubaï,Emirats,Avion,oui,6433.02,0.152,1955.6381
LONDON_202609117,Formation,London,England,New-York,USA,Avion,oui,5585.24,0.152,1697.913
LONDON_202609118,Formation,London,England,Oslo,Norvège,Avion,oui,1155.53,0.1875,433.3238
LONDON_202609119,Formation,London,England,Wellington,New Zealand,Avion,oui,18804.73,0.152,5716.6379
LONDON_2026091110,Rencontre entreprises,London,England,New-York,USA,Avion,oui,5585.24,0.152,1697.913
LONDON_2026091111,Formation,Shanghai,China,Sidney,Australia,Avion,oui,7853.15,0.152,2387.3576
LONDON_2026091112,Rencontre entreprises,London,England,Washington,USA,Avion,oui,5913.79,0.152,1797.7922
LONDON_2026091113,Conférence,London,England,Los Angeles,USA,Avion,oui,8776.45,0.152,2668.0408
LONDON_2026091114,Formation,London,England,Vancouver,Canada,Avion,oui,7603.17,0.152,2311.3637
LONDON_2026091115,Réunion,London,England,Los Angeles,USA,Avion,oui,8776.45,0.152,2668.0408
LONDON_2026091116,Conférence,London,England,Rabat,Maroc,Avion,oui,2016.55,0.1875,756.2062
LONDON_2026091117,Rencontre entreprises,London,England,Bordeaux,France,Avion,oui,742.0,0.2586,383.7624
LONDON_2026091118,Conférence,London,England,Shanghai,China,Avion,oui,9217.19,0.152,2802.0258
LONDON_2026091119,Conférence,London,England,London,England,Transports en commun,oui,8.0,0.11065,1.7704
LA_202609110,Rencontre entreprises,Los Angeles,USA,Mexico,Mexico,Avion,oui,1954.42,0.1875,732.9075
LA_202609111,Conférence,Los Angeles,USA,Melbourne,Australia,Avion,oui,12764.22,0.152,3880.3229
LA_202609112,Réunion,Los Angeles,USA,Buenos Aires,Argentina,Avion,oui,9831.47,0.152,2988.7669
LA_202609113,Conférence,Los Angeles,USA,Tunis,Tunisie,Avion,oui,10721.25,0.152,3259.26
LA_202609114,Développement,Los Angeles,USA,Lima,Peru,Avion,oui,6710.85,0.152,2040.0984
LA_202609115,Formation,Los Angeles,USA,Sao Paulo,Brazil,Avion,oui,9894.96,0.152,3008.0678
LA_202609116,Rencontre entreprises,Los Angeles,USA,Marseille,France,Avion,oui,9710.11,0.152,2951.8734
LA_202609117,Formation,Los Angeles,USA,Los Angeles,USA,Transports en commun,oui,8.0,0.11065,1.7704
LA_202609118,Conférence,Los Angeles,USA,Shanghai,China,Avion,oui,10455.1,0.152,3178.3504
LA_202609119,Développement,Los Angeles,USA,Auckland,New Zealand,Avion,oui,10477.78,0.152,3185.2451
LA_2026091110,Rencontre entreprises,Shanghai,China,Auckland,New Zealand,Avion,oui,9359.71,0.152,2845.3518
LA_2026091111,Réunion,Los Angeles,USA,Montreal,Canada,Avion,oui,3974.89,0.152,1208.3666
LA_2026091112,Réunion,Los Angeles,USA,Washington,USA,Avion,oui,3700.18,0.152,1124.8547
LA_2026091113,Développement,Los Angeles,USA,Pekin,China,Avion,oui,10084.63,0.152,3065.7275
LA_2026091114,Formation,Los Angeles,USA,Bordeaux,France,Avion,oui,9249.01,0.152,2811.699
LA_2026091115,Rencontre entreprises,Los Angeles,USA,Compiègne,France,Avion,oui,9088.34,0.152,2762.8554
LA_2026091116,Formation,Los Angeles,USA,Osaka,Japan,Avion,oui,9209.1,0.152,2799.5664
LA_2026091117,Rencontre entreprises,Los Angeles,USA,Lima,Peru,Avion,oui,6710.85,0.152,2040.0984
LA_2026091118,Rencontre entreprises,Los Angeles,USA,Dubaï,Emirats,Avion,oui,13403.76,0.152,4074.743
LA_2026091119,Rencontre entreprises,Los Angeles,USA,Berlin,Allemagne,Avion,oui,9331.71,0.152,2836.8398
LA_2026091120,Conférence,Los Angeles,USA,London,England,Avion,oui,8776.45,0.152,2668.0408
LA_2026091121,Rencontre entreprises,Paris,France,Bogota,Colombia,Avion,oui,8626.71,0.152,2622.5198
LA_2026091122,Développement,Los Angeles,USA,Dubaï,Emirats,Avion,oui,13403.76,0.152,4074.743
LA_2026091123,Conférence,Los Angeles,USA,Alger,Algeria,Avion,oui,10090.05,0.152,3067.3752
LA_2026091124,Développement,Los Angeles,USA,Sao Paulo,Brazil,Avion,oui,9894.96,0.152,3008.0678
LA_2026091125,Réunion,Los Angeles,USA,Mexico,Mexico,Avion,oui,1954.42,0.1875,732.9075
LA_2026091126,Formation,Los Angeles,USA,Shanghai,China,Avion,oui,10455.1,0.152,3178.3504
LA_2026091127,Formation,Los Angeles,USA,Oslo,Norvège,Avion,non,8594.06,0.152,1306.2971
LA_2026091128,Développement,Paris,France,Auckland,New Zealand,Avion,oui,18538.88,0.152,5635.8195
LA_2026091129,Rencontre entreprises,Los Angeles,USA,Lille,France,Avion,oui,9006.0,0.152,2737.824
LA_2026091130,Réunion,Los Angeles,USA,Stockholm,Suède,Avion,oui,8902.33,0.152,2706.3083
LA_2026091131,Formation,Los Angeles,USA,Tunis,Tunisie,Avion,oui,10721.25,0.152,3259.26
LA_2026091132,Développement,Los Angeles,USA,Berlin,Allemagne,Avion,oui,9331.71,0.152,2836.8398
LA_2026091133,Conférence,Los Angeles,USA,Vancouver,Canada,Avion,oui,1736.12,0.1875,651.045
LA_2026091134,Réunion,Los Angeles,USA,Helsinki,Finlande,Avion,oui,9033.07,0.152,2746.0533
LA_2026091135,Développement,Los Angeles,USA,Melbourne,Australia,Avion,non,12764.22,0.152,1940.1614
LA_2026091136,Réunion,Los Angeles,USA,Osaka,Japan,Avion,oui,9209.1,0.152,2799.5664
LA_2026091137,Rencontre entreprises,Los Angeles,USA,Vancouver,Canada,Avion,oui,1736.12,0.1875,651.045
LA_2026091138,Formation,Los Angeles,USA,Washington,USA,Avion,oui,3700.18,0.152,1124.8547
NewYork_202609110,Rencontre entreprises,New-York,USA,Washington,USA,Avion,oui,328.71,0.2586,170.0088
NewYork_202609111,Formation,New-York,USA,Buenos Aires,Argentina,Avion,oui,8492.28,0.152,2581.6531
NewYork_202609112,Conférence,Shanghai,China,Sao Paulo,Brazil,Avion,oui,18570.44,0.152,5645.4138
NewYork_202609113,Rencontre entreprises,New-York,USA,Bordeaux,France,Avion,oui,5816.85,0.152,1768.3224
NewYork_202609114,Formation,New-York,USA,Vancouver,Canada,Avion,oui,3914.19,0.152,1189.9138
NewYork_202609115,Réunion,New-York,USA,Melbourne,Australia,Avion,oui,16672.0,0.152,5068.288
NewYork_202609116,Conférence,New-York,USA,Stockholm,Suède,Avion,oui,6337.6,0.152,1926.6304
NewYork_202609117,Réunion,New-York,USA,Stockholm,Suède,Avion,oui,6337.6,0.152,1926.6304
NewYork_202609118,Développement,New-York,USA,Helsinki,Finlande,Avion,oui,6637.14,0.152,2017.6906
NewYork_202609119,Rencontre entreprises,New-York,USA,Pekin,China,Avion,oui,11014.53,0.152,3348.4171
NewYork_2026091110,Réunion,New-York,USA,Montreal,Canada,Avion,oui,533.38,0.2586,275.8641
Paris_202609110,Développement,Paris,France,Lima,Peru,Avion,oui,10243.25,0.152,3113.948
Paris_202609111,Développement,Shanghai,China,Mexico,Mexico,Avion,oui,12375.26,0.152,3762.079
Paris_202609112,Rencontre entreprises,Paris,France,Oslo,Norvège,Avion,oui,1344.07,0.1875,504.0262
Paris_202609113,Développement,Paris,France,Alger,Algeria,Avion,oui,1343.96,0.1875,503.985
Paris_202609114,Formation,Paris,France,Berlin,Allemagne,Avion,oui,880.84,0.2586,455.5704
Paris_202609115,Conférence,Paris,France,Lille,France,Train,oui,204.85,0.0033,1.352
Paris_202609116,Formation,Paris,France,Wellington,New Zealand,Avion,oui,18980.62,0.152,5770.1085
Paris_202609117,Formation,Paris,France,Alger,Algeria,Avion,oui,1343.96,0.1875,503.985
Paris_202609118,Développement,Paris,France,Lille,France,Train,oui,204.85,0.0033,1.352
Paris_202609119,Formation,Paris,France,Alger,Algeria,Avion,oui,1343.96,0.1875,503.985
Paris_2026091110,Formation,Paris,France,Auckland,New Zealand,Avion,oui,18538.88,0.152,5635.8195
Paris_2026091111,Conférence,Paris,France,Los Angeles,USA,Avion,oui,9105.03,0.152,2767.9291
Paris_2026091112,Conférence,Paris,France,Oslo,Norvège,Avion,oui,1344.07,0.1875,504.0262
Paris_2026091113,Rencontre entreprises,Paris,France,Tokyo,Japan,Avion,oui,9740.91,0.152,2961.2366
Paris_2026091114,Conférence,Paris,France,Rio de Janeiro,Brazil,Avion,oui,9144.06,0.152,2779.7942
Paris_2026091115,Conférence,Paris,France,Melbourne,Australia,Avion,oui,16789.72,0.152,5104.0749
Paris_2026091116,Conférence,Paris,France,Helsinki,Finlande,Avion,oui,1914.35,0.1875,717.8812
Paris_2026091117,Rencontre entreprises,Paris,France,Compiègne,France,Avion,oui,72.32,0.2586,37.4039
Paris_2026091118,Formation,Paris,France,Rio de Janeiro,Brazil,Avion,oui,9144.06,0.152,2779.7942
Paris_2026091119,Réunion,Paris,France,Dubaï,Emirats,Avion,oui,5252.59,0.152,1596.7874
Paris_2026091120,Réunion,Paris,France,Mexico,Mexico,Avion,oui,9044.71,0.152,2749.5918
Paris_2026091121,Développement,Paris,France,Berlin,Allemagne,Avion,oui,880.84,0.2586,455.5704
Paris_2026091122,Rencontre entreprises,Paris,France,Bogota,Colombia,Avion,non,8626.71,0.152,1311.2599
Paris_2026091123,Rencontre entreprises,Paris,France,Dubaï,Emirats,Avion,oui,5252.59,0.152,1596.7874
Paris_2026091124,Conférence,Paris,France,Montreal,Canada,Avion,oui,5518.97,0.152,1677.7669
Paris_2026091125,Rencontre entreprises,Paris,France,Osaka,Japan,Avion,oui,9657.78,0.152,2935.9651
Paris_2026091126,Réunion,Paris,France,Berlin,Allemagne,Avion,oui,880.84,0.2586,455.5704
Paris_2026091127,Formation,Paris,France,Helsinki,Finlande,Avion,oui,1914.35,0.1875,717.8812
Paris_2026091128,Réunion,Paris,France,Tunis,Tunisie,Avion,oui,1767.76,0.1875,662.91
Paris_2026091129,Réunion,Paris,France,Alger,Algeria,Avion,oui,1343.96,0.1875,503.985
Paris_2026091130,Réunion,Paris,France,Sidney,Australia,Avion,oui,16959.63,0.152,5155.7275
Paris_2026091131,Formation,Paris,France,Buenos Aires,Argentina,Avion,oui,11024.52,0.152,3351.4541
