ID_PERSONNEL,ID_MATERIEL,ID_SITE,ID_DATE_ACHAT
KeyPers_Berlin_1232957,BERLIN_MATERIEL_INFO_202609110,Berlin,2026-09-11 08:08:04
KeyPers_Berlin_1231515,BERLIN_MATERIEL_INFO_202609111,Berlin,2026-09-11 09:28:47
KeyPers_Berlin_1230577,BERLIN_MATERIEL_INFO_202609112,Berlin,2026-09-11 10:04:46
KeyPers_London_1230218,LONDON_MATERIEL_INFO_202609110,London,2026-09-11 09:15:08
KeyPers_London_1230101,LONDON_MATERIEL_INFO_202609111,London,2026-09-11 11:53:11
KeyPers_London_1232280,LONDON_MATERIEL_INFO_202609112,London,2026-09-11 08:17:43
KeyPers_London_1233790,LONDON_MATERIEL_INFO_202609113,London,2026-09-11 12:01:05
KeyPers_London_1233365,LONDON_MATERIEL_INFO_202609114,London,2026-09-11 10:17:52
KeyPers_London_1231407,LONDON_MATERIEL_INFO_202609115,London,2026-09-11 16:38:54
KeyPers_London_1230382,LONDON_MATERIEL_INFO_202609116,London,2026-09-11 11:56:17
KeyPers_LA_1230784,LA_MATERIEL_INFO_202609110,LA,2026-09-11 15:32:50
KeyPers_LA_1230702,LA_MATERIEL_INFO_202609111,LA,2026-09-11 11:28:09
KeyPers_NewYork_1230181,NewYork_MATERIEL_INFO_202609110,NewYork,2026-09-11 10:21:15
KeyPers_NewYork_1232237,NewYork_MATERIEL_INFO_202609111,NewYork,2026-09-11 11:46:17
KeyPers_NewYork_1230771,NewYork_MATERIEL_INFO_202609112,NewYork,2026-09-11 13:23:34
KeyPers_NewYork_1232601,NewYork_MATERIEL_INFO_202609113,NewYork,2026-09-11 12:42:54
KeyPers_Paris_1232332,Paris_MATERIEL_INFO_202609110,Paris,2026-09-11 15:21:33
KeyPers_Paris_1231744,Paris_MATERIEL_INFO_202609111,Paris,2026-09-11 12:43:49
KeyPers_Paris_1232560,Paris_MATERIEL_INFO_202609112,Paris,2026-09-11 10:19:15
KeyPers_Paris_1230620,Paris_MATERIEL_INFO_202609113,Paris,2026-09-11 16:45:31
KeyPers_Paris_1231887,Paris_MATERIEL_INFO_202609114,Paris,2026-09-11 13:22:40
KeyPers_Shanghai_1230247,Shanghai_MATERIEL_INFO_202609110,Shanghai,2026-09-11 09:41:47
KeyPers_Shanghai_1230298,Shanghai_MATERIEL_INFO_202609111,Shanghai,2026-09-11 10:33:24
KeyPers_Shanghai_1230505,Shanghai_MATERIEL_INFO_202609112,Shanghai,2026-09-11 13:33:56
KeyPers_Shanghai_1230099,Shanghai_MATERIEL_INFO_202609113,Shanghai,2026-09-11 14:15:25
