ID_MATERIEL,TYPE,MODELE,IMPACT
BERLIN_MATERIEL_INFO_202608270,PC portable,Moyenne 13pouces,250
BERLIN_MATERIEL_INFO_202608271,,Optiplex small,240
BERLIN_MATERIEL_INFO_202608272,PC fixe sans ecran,PC Fixe (moy),300
LONDON_MATERIEL_INFO_202608270,Smartphone,modèle par défaut,63
LONDON_MATERIEL_INFO_202608271,PC fixe sans ecran,modèle par défaut,350
LONDON_MATERIEL_INFO_202608272,,Moyenne 14/15pouces,294
LONDON_MATERIEL_INFO_202608273,PC fixe sans ecran,Optiplex small,240
LONDON_MATERIEL_INFO_202608274,PC portable,EliteBook 6xx,175
LONDON_MATERIEL_INFO_202608275,imprimante,Laser A3 (>100kg),1800
LONDON_MATERIEL_INFO_202608276,PC portable,Precision 5xxx,280
LONDON_MATERIEL_INFO_202608277,Serveur,Noeud de calcul,1300
LONDON_MATERIEL_INFO_202608278,Vidéo projecteur,modèle par défaut,94
LONDON_MATERIEL_INFO_202608279,PC portable,Moyenne 14/15pouces,294
LONDON_MATERIEL_INFO_2026082710,PC portable,MacBook pro 13pouces,256
LA_MATERIEL_INFO_202608270,Ecran,,430
LA_MATERIEL_INFO_202608271,Vidéo projecteur,Pour amphi,200
LA_MATERIEL_INFO_202608272,,Modèle par défaut,350
LA_MATERIEL_INFO_202608273,,modèle par défaut,350
LA_MATERIEL_INFO_202608274,PC fixe sans ecran,Station de travail (moy),600
NewYork_MATERIEL_INFO_202608270,,EliteBook 6xx,175
NewYork_MATERIEL_INFO_202608271,PC fixe sans ecran,Precision tower 7xxx,555
NewYork_MATERIEL_INFO_202608272,,Optiplex All-in-One 5xxx,318
NewYork_MATERIEL_INFO_202608273,PC fixe sans ecran,Mac pro,900
NewYork_MATERIEL_INFO_202608274,PC fixe sans ecran,,350
NewYork_MATERIEL_INFO_202608275,PC fixe sans ecran,EliteDesk DM,230
Paris_MATERIEL_INFO_202608270,,Mac pro,900
Paris_MATERIEL_INFO_202608271,Disque dur,,10
Paris_MATERIEL_INFO_202608272,Ecran,modèle par défaut,430
Shanghai_MATERIEL_INFO_202608270,,PC Fixe (moy),300
Shanghai_MATERIEL_INFO_202608271,Ecran,jusqu'à 23pouces,350
Shanghai_MATERIEL_INFO_202608272,PC portable,MacBook air pre-retina,310
Shanghai_MATERIEL_INFO_202608273,PC portable,Precision 3xxx,266
