ID_PERSONNEL,ID_MATERIEL,ID_SITE,ID_DATE_ACHAT
KeyPers_Berlin_1233193,BERLIN_MATERIEL_INFO_202608270,Berlin,2026-08-27
KeyPers_Berlin_1233117,BERLIN_MATERIEL_INFO_202608271,Berlin,2026-08-27
KeyPers_Berlin_1233923,BERLIN_MATERIEL_INFO_202608272,Berlin,2026-08-27
KeyPers_London_1233318,LONDON_MATERIEL_INFO_202608270,London,2026-08-27
KeyPers_London_1231879,LONDON_MATERIEL_INFO_202608271,London,2026-08-27
KeyPers_London_1232831,LONDON_MATERIEL_INFO_202608272,London,2026-08-27
KeyPers_London_1232360,LONDON_MATERIEL_INFO_202608273,London,2026-08-27
KeyPers_London_1233949,LONDON_MATERIEL_INFO_202608274,London,2026-08-27
KeyPers_London_1230757,LONDON_MATERIEL_INFO_202608275,London,2026-08-27
KeyPers_London_1230225,LONDON_MATERIEL_INFO_202608276,London,2026-08-27
KeyPers_London_1233774,LONDON_MATERIEL_INFO_202608277,London,2026-08-27
KeyPers_London_1232910,LONDON_MATERIEL_INFO_202608278,London,2026-08-27
KeyPers_London_1233771,LONDON_MATERIEL_INFO_202608279,London,2026-08-27
KeyPers_London_1231090,LONDON_MATERIEL_INFO_2026082710,London,2026-08-27
KeyPers_LA_1230653,LA_MATERIEL_INFO_202608270,LA,2026-08-27
KeyPers_LA_1232158,LA_MATERIEL_INFO_202608271,LA,2026-08-27
KeyPers_LA_1232819,LA_MATERIEL_INFO_202608272,LA,2026-08-27
KeyPers_LA_1232326,LA_MATERIEL_INFO_202608273,LA,2026-08-27
KeyPers_LA_1231258,LA_MATERIEL_INFO_202608274,LA,2026-08-27
KeyPers_NewYork_1232225,NewYork_MATERIEL_INFO_202608270,NewYork,2026-08-27
KeyPers_NewYork_1231054,NewYork_MATERIEL_INFO_202608271,NewYork,2026-08-27
KeyPers_NewYork_1230646,NewYork_MATERIEL_INFO_202608272,NewYork,2026-08-27
KeyPers_NewYork_1231525,NewYork_MATERIEL_INFO_202608273,NewYork,2026-08-27
KeyPers_NewYork_1230374,NewYork_MATERIEL_INFO_202608274,NewYork,2026-08-27
KeyPers_NewYork_1231518,NewYork_MATERIEL_INFO_202608275,NewYork,2026-08-27
KeyPers_Paris_1230956,Paris_MATERIEL_INFO_202608270,Paris,2026-08-27
KeyPers_Paris_1234953,Paris_MATERIEL_INFO_202608271,Paris,2026-08-27
KeyPers_Paris_1231951,Paris_MATERIEL_INFO_202608272,Paris,2026-08-27
KeyPers_Shanghai_1230947,Shanghai_MATERIEL_INFO_202608270,Shanghai,2026-08-27
KeyPers_Shanghai_1230384,Shanghai_MATERIEL_INFO_202608271,Shanghai,2026-08-27
KeyPers_Shanghai_1230698,Shanghai_MATERIEL_INFO_202608272,Shanghai,2026-08-27
KeyPers_Shanghai_1230107,Shanghai_MATERIEL_INFO_202608273,Shanghai,2026-08-27
