ID_MATERIEL,TYPE,MODELE,IMPACT
BERLIN_MATERIEL_INFO_202610090,imprimante,Laser A3 (40-99kg),960
BERLIN_MATERIEL_INFO_202610091,PC fixe tout-en-un,Optiplex All-in-One 7xxx,382
LONDON_MATERIEL_INFO_202610090,PC portable,ProBook,226
LONDON_MATERIEL_INFO_202610091,PC portable,modèle par défaut,260
LONDON_MATERIEL_INFO_202610092,PC portable,MacBook pro 15/16pouces,330
LONDON_MATERIEL_INFO_202610093,PC fixe sans ecran,modèle par défaut,350
LONDON_MATERIEL_INFO_202610094,PC fixe sans ecran,OMEN,290
LONDON_MATERIEL_INFO_202610095,,Modèle par défaut,350
LA_MATERIEL_INFO_202610090,,MacBook pro 13pouces,256
LA_MATERIEL_INFO_202610091,,Latitude 7xxx,264
LA_MATERIEL_INFO_202610092,Telephone IP,modèle par défaut,17
LA_MATERIEL_INFO_202610093,,Station de travail (moy),600
LA_MATERIEL_INFO_202610094,PC portable,EliteBook 6xx,175
LA_MATERIEL_INFO_202610095,Smartphone,modèle par défaut,63
LA_MATERIEL_INFO_202610096,Ecran,24pouces-31pouces,430
LA_MATERIEL_INFO_202610097,PC fixe sans ecran,Mac pro,900
LA_MATERIEL_INFO_202610098,,OMEN,290
NewYork_MATERIEL_INFO_202610090,Ecran,modèle par défaut,430
NewYork_MATERIEL_INFO_202610091,Vidéo projecteur,Transportable,94
NewYork_MATERIEL_INFO_202610092,,Precision tower 7xxx,555
NewYork_MATERIEL_INFO_202610093,Vidéo projecteur,Transportable,94
NewYork_MATERIEL_INFO_202610094,Ecran,jusqu'à 23pouces,350
NewYork_MATERIEL_INFO_202610095,,"Elite (Tower, SFF, One)",393
NewYork_MATERIEL_INFO_202610096,PC portable,Latitude 5xxx,300
NewYork_MATERIEL_INFO_202610097,,iMac 21pouces retina,300
Paris_MATERIEL_INFO_202610090,PC portable,EliteBook 8xx,290
Paris_MATERIEL_INFO_202610091,PC portable,OMEN,290
Paris_MATERIEL_INFO_202610092,PC portable,MacBook air retina,176
Paris_MATERIEL_INFO_202610093,Telephone IP,,17
Paris_MATERIEL_INFO_202610094,PC fixe sans ecran,Precision tower 3xxx,285
Paris_MATERIEL_INFO_202610095,PC fixe sans ecran,Optiplex micro,174
Paris_MATERIEL_INFO_202610096,,ZHAN,264
Paris_MATERIEL_INFO_202610097,PC fixe sans ecran,PC Fixe (moy),300
Paris_MATERIEL_INFO_202610098,PC portable,ZBook Studio,379
Paris_MATERIEL_INFO_202610099,Telephone IP,modèle par défaut,17
Paris_MATERIEL_INFO_2026100910,PC fixe tout-en-un,Optiplex All-in-One 5xxx,318
Paris_MATERIEL_INFO_2026100911,PC fixe sans ecran,,350
Paris_MATERIEL_INFO_2026100912,,ZBook Studio,379
Shanghai_MATERIEL_INFO_202610090,PC portable,Latitude 3xxx,220
Shanghai_MATERIEL_INFO_202610091,PC fixe sans ecran,Elite mini,137
Shanghai_MATERIEL_INFO_202610092,PC portable,Chromebook 11-13pouces,175
