ID_MATERIEL,TYPE,MODELE,IMPACT
BERLIN_MATERIEL_INFO_202607120,PC fixe sans ecran,Precision tower 3xxx,285
BERLIN_MATERIEL_INFO_202607121,PC portable,ProBook,226
BERLIN_MATERIEL_INFO_202607122,,modèle par défaut,350
BERLIN_MATERIEL_INFO_202607123,Serveur,,1300
BERLIN_MATERIEL_INFO_202607124,souris,modèle par défaut,5
LONDON_MATERIEL_INFO_202607120,Vidéo projecteur,Pour amphi,200
LONDON_MATERIEL_INFO_202607121,PC fixe sans ecran,Z,409
LONDON_MATERIEL_INFO_202607122,PC fixe sans ecran,OMEN,290
LONDON_MATERIEL_INFO_202607123,PC portable,,260
LONDON_MATERIEL_INFO_202607124,PC fixe tout-en-un,,352
LONDON_MATERIEL_INFO_202607125,Disque dur,modèle par défaut,10
LONDON_MATERIEL_INFO_202607126,PC fixe tout-en-un,Mac pro,900
LONDON_MATERIEL_INFO_202607127,,Elite mini,137
LONDON_MATERIEL_INFO_202607128,Ecran,modèle par défaut,430
LONDON_MATERIEL_INFO_202607129,Ecran,24pouces-31pouces,430
LONDON_MATERIEL_INFO_2026071210,PC portable,MacBook air pre-retina,310
LA_MATERIEL_INFO_202607120,PC fixe sans ecran,Precision tower 7xxx,555
LA_MATERIEL_INFO_202607121,PC portable,Precision 3xxx,266
LA_MATERIEL_INFO_202607122,PC portable,MacBook pro 13pouces,256
LA_MATERIEL_INFO_202607123,PC fixe tout-en-un,Mac pro,900
LA_MATERIEL_INFO_202607124,,ZHAN,264
LA_MATERIEL_INFO_202607125,,Precision tower 7xxx,555
LA_MATERIEL_INFO_202607126,PC portable,EliteBook 6xx,175
LA_MATERIEL_INFO_202607127,,Pour salle,150
LA_MATERIEL_INFO_202607128,PC portable,Victus,267
LA_MATERIEL_INFO_202607129,PC fixe sans ecran,Z,409
NewYork_MATERIEL_INFO_202607120,PC portable,ProBook,226
NewYork_MATERIEL_INFO_202607121,,modèle par défaut,350
NewYork_MATERIEL_INFO_202607122,PC portable,Moyenne 17pouces,365
NewYork_MATERIEL_INFO_202607123,PC portable,ZBook,303
Paris_MATERIEL_INFO_202607120,PC portable,,260
Shanghai_MATERIEL_INFO_202607120,PC fixe tout-en-un,iMac pro,700
Shanghai_MATERIEL_INFO_202607121,Serveur,Noeud de calcul,1300
Shanghai_MATERIEL_INFO_202607122,PC fixe sans ecran,modèle par défaut,350
Shanghai_MATERIEL_INFO_202607123,PC fixe sans ecran,PC Fixe (moy),300
Shanghai_MATERIEL_INFO_202607124,,Laser A3 (>100kg),1800
Shanghai_MATERIEL_INFO_202607125,Ecran,24pouces-31pouces,430
Shanghai_MATERIEL_INFO_202607126,PC portable,Moyenne 17pouces,365
Shanghai_MATERIEL_INFO_202607127,,Precision 3xxx,266
Shanghai_MATERIEL_INFO_202607128,PC portable,ProBook,226
Shanghai_MATERIEL_INFO_202607129,Serveur,,1300
Shanghai_MATERIEL_INFO_2026071210,PC portable,EliteBook 8xx,290
Shanghai_MATERIEL_INFO_2026071211,Ecran,24pouces-31pouces,430
