ID_PERSONNEL,ID_MATERIEL,ID_SITE,ID_DATE_ACHAT
KeyPers_Berlin_1232090,BERLIN_MATERIEL_INFO_202611090,Berlin,2026-11-09
KeyPers_Berlin_1233882,BERLIN_MATERIEL_INFO_202611091,Berlin,2026-11-09
KeyPers_Berlin_1232047,BERLIN_MATERIEL_INFO_202611092,Berlin,2026-11-09
KeyPers_London_1234096,LONDON_MATERIEL_INFO_202611090,London,2026-11-09
KeyPers_London_1231663,LONDON_MATERIEL_INFO_202611091,London,2026-11-09
KeyPers_London_1230424,LONDON_MATERIEL_INFO_202611092,London,2026-11-09
KeyPers_London_1230278,LONDON_MATERIEL_INFO_202611093,London,2026-11-09
KeyPers_London_1231795,LONDON_MATERIEL_INFO_202611094,London,2026-11-09
KeyPers_London_1232571,LONDON_MATERIEL_INFO_202611095,London,2026-11-09
KeyPers_London_1230617,LONDON_MATERIEL_INFO_202611096,London,2026-11-09
KeyPers_LA_1232743,LA_MATERIEL_INFO_202611090,LA,2026-11-09
KeyPers_LA_1232762,LA_MATERIEL_INFO_202611091,LA,2026-11-09
KeyPers_LA_1231834,LA_MATERIEL_INFO_202611092,LA,2026-11-09
KeyPers_LA_1231060,LA_MATERIEL_INFO_202611093,LA,2026-11-09
KeyPers_LA_1230039,LA_MATERIEL_INFO_202611094,LA,2026-11-09
KeyPers_LA_1230894,LA_MATERIEL_INFO_202611095,LA,2026-11-09
KeyPers_LA_1232858,LA_MATERIEL_INFO_202611096,LA,2026-11-09
KeyPers_LA_1230428,LA_MATERIEL_INFO_202611097,LA,2026-11-09
KeyPers_NewYork_1231889,NewYork_MATERIEL_INFO_202611090,NewYork,2026-11-09
KeyPers_NewYork_1232293,NewYork_MATERIEL_INFO_202611091,NewYork,2026-11-09
KeyPers_NewYork_1232061,NewYork_MATERIEL_INFO_202611092,NewYork,2026-11-09
KeyPers_NewYork_1230105,NewYork_MATERIEL_INFO_202611093,NewYork,2026-11-09
KeyPers_NewYork_1232636,NewYork_MATERIEL_INFO_202611094,NewYork,2026-11-09
KeyPers_NewYork_1230647,NewYork_MATERIEL_INFO_202611095,NewYork,2026-11-09
KeyPers_Paris_1230925,Paris_MATERIEL_INFO_202611090,Paris,2026-11-09
KeyPers_Paris_1231488,Paris_MATERIEL_INFO_202611091,Paris,2026-11-09
KeyPers_Paris_1233471,Paris_MATERIEL_INFO_202611092,Paris,2026-11-09
KeyPers_Paris_1230083,Paris_MATERIEL_INFO_202611093,Paris,2026-11-09
KeyPers_Paris_1233215,Paris_MATERIEL_INFO_202611094,Paris,2026-11-09
KeyPers_Paris_1233857,Paris_MATERIEL_INFO_202611095,Paris,2026-11-09
KeyPers_Paris_1233238,Paris_MATERIEL_INFO_202611096,Paris,2026-11-09
KeyPers_Paris_1232848,Paris_MATERIEL_INFO_202611097,Paris,2026-11-09
KeyPers_Paris_1230650,Paris_MATERIEL_INFO_202611098,Paris,2026-11-09
KeyPers_Paris_1230208,Paris_MATERIEL_INFO_202611099,Paris,2026-11-09
KeyPers_Paris_1234803,Paris_MATERIEL_INFO_2026110910,Paris,2026-11-09
KeyPers_Paris_1233199,Paris_MATERIEL_INFO_2026110911,Paris,2026-11-09
KeyPers_Paris_1230248,Paris_MATERIEL_INFO_2026110912,Paris,2026-11-09
KeyPers_Shanghai_1230034,Shanghai_MATERIEL_INFO_202611090,Shanghai,2026-11-09
KeyPers_Shanghai_1230130,Shanghai_MATERIEL_INFO_202611091,Shanghai,2026-11-09
KeyPers_Shanghai_1230272,Shanghai_MATERIEL_INFO_202611092,Shanghai,2026-11-09
KeyPers_Shanghai_1230080,Shanghai_MATERIEL_INFO_202611093,Shanghai,2026-11-09
KeyPers_Shanghai_1230082,Shanghai_MATERIEL_INFO_202611094,Shanghai,2026-11-09
KeyPers_Shanghai_1230492,Shanghai_MATERIEL_INFO_202611095,Shanghai,2026-11-09
KeyPers_Shanghai_1230165,Shanghai_MATERIEL_INFO_202611096,Shanghai,2026-11-09
