ID_MISSION,TYPE_MISSION,VILLE_DEPART,PAYS_DEPART,VILLE_DESTINATION,PAYS_DESTINATION,TRANSPORT,ALLER_RETOUR,DISTANCE_KM,CO2EQ,IMPACT
BERLIN_202608250,Formation,Berlin,Allemagne,London,England,Avion,oui,933.84,0.2586,482.982
BERLIN_202608251,Rencontre entreprises,Berlin,Allemagne,Wellington,New Zealand,Avion,oui,18132.94,0.152,5512.4138
BERLIN_202608252,Réunion,Berlin,Allemagne,Berlin,Allemagne,Transports en commun,oui,8.0,0.11065,1.7704
BERLIN_202608253,Conférence,Berlin,Allemagne,Compiègne,France,Avion,oui,817.55,0.2586,422.8369
BERLIN_202608254,Développement,Berlin,Allemagne,Sidney,Australia,Avion,oui,16089.15,0.152,4891.1016
BERLIN_202608255,Développement,Berlin,Allemagne,Vancouver,Canada,Avion,oui,8002.93,0.152,2432.8907
LONDON_202608250,Formation,London,England,Sao Paulo,Brazil,Avion,oui,9472.8,0.152,2879.7312
LONDON_202608251,Rencontre entreprises,London,England,London,England,Transports en commun,oui,8.0,0.11065,1.7704
LONDON_202608252,Développement,London,England,Sidney,Australia,Avion,oui,16989.32,0.152,5164.7533
LONDON_202608253,Développement,London,England,Stockholm,Suède,Avion,non,1436.38,0.1875,269.3212
LONDON_202608254,Réunion,London,England,London,England,Transports en commun,oui,8.0,0.11065,1.7704
LONDON_202608255,Développement,Paris,France,Mexico,Mexico,Avion,oui,9044.71,0.152,2749.5918
LONDON_202608256,Formation,London,England,Marseille,France,Avion,oui,1002.33,0.1875,375.8738
LONDON_202608257,Conférence,London,England,Sidney,Australia,Avion,oui,16989.32,0.152,5164.7533
LONDON_202608258,Conférence,London,England,New-York,USA,Avion,oui,5585.24,0.152,1697.913
LONDON_202608259,Développement,London,England,Marseille,France,Avion,oui,1002.33,0.1875,375.8738
LONDON_2026082510,Rencontre entreprises,London,England,Sidney,Australia,Avion,oui,16989.32,0.152,5164.7533
LONDON_2026082511,Développement,London,England,London,England,Transports en commun,oui,8.0,0.11065,1.7704
LONDON_2026082512,Réunion,Paris,France,Dubaï,Emirats,Avion,oui,5252.59,0.152,1596.7874
LONDON_2026082513,Conférence,London,England,Alger,Algeria,Avion,non,1656.55,0.1875,310.6031
