ID_PERSONNEL,ID_MATERIEL,ID_SITE,ID_DATE_ACHAT
KeyPers_Berlin_1231838,BERLIN_MATERIEL_INFO_202606100,Berlin,2026-06-10
KeyPers_Berlin_1234135,BERLIN_MATERIEL_INFO_202606101,Berlin,2026-06-10
KeyPers_Berlin_1233945,BERLIN_MATERIEL_INFO_202606102,Berlin,2026-06-10
KeyPers_Berlin_1230725,BERLIN_MATERIEL_INFO_202606103,Berlin,2026-06-10
KeyPers_Berlin_1232690,BERLIN_MATERIEL_INFO_202606104,Berlin,2026-06-10
KeyPers_Berlin_1232478,BERLIN_MATERIEL_INFO_202606105,Berlin,2026-06-10
KeyPers_London_1232535,LONDON_MATERIEL_INFO_202606100,London,2026-06-10
KeyPers_London_1233988,LONDON_MATERIEL_INFO_202606101,London,2026-06-10
KeyPers_London_1232675,LONDON_MATERIEL_INFO_202606102,London,2026-06-10
KeyPers_London_1233382,LONDON_MATERIEL_INFO_202606103,London,2026-06-10
KeyPers_LA_1231376,LA_MATERIEL_INFO_202606100,LA,2026-06-10
KeyPers_LA_1230023,LA_MATERIEL_INFO_202606101,LA,2026-06-10
KeyPers_LA_1231390,LA_MATERIEL_INFO_202606102,LA,2026-06-10
KeyPers_LA_1230656,LA_MATERIEL_INFO_202606103,LA,2026-06-10
KeyPers_LA_1230681,LA_MATERIEL_INFO_202606104,LA,2026-06-10
KeyPers_LA_1231664,LA_MATERIEL_INFO_202606105,LA,2026-06-10
KeyPers_LA_1231187,LA_MATERIEL_INFO_202606106,LA,2026-06-10
KeyPers_LA_1232044,LA_MATERIEL_INFO_202606107,LA,2026-06-10
KeyPers_LA_1230436,LA_MATERIEL_INFO_202606108,LA,2026-06-10
KeyPers_LA_1230400,LA_MATERIEL_INFO_202606109,LA,2026-06-10
KeyPers_LA_1232751,LA_MATERIEL_INFO_2026061010,LA,2026-06-10
KeyPers_NewYork_1232619,NewYork_MATERIEL_INFO_202606100,NewYork,2026-06-10
KeyPers_NewYork_1231816,NewYork_MATERIEL_INFO_202606101,NewYork,2026-06-10
KeyPers_NewYork_1232310,NewYork_MATERIEL_INFO_202606102,NewYork,2026-06-10
KeyPers_NewYork_1231317,NewYork_MATERIEL_INFO_202606103,NewYork,2026-06-10
KeyPers_NewYork_1232438,NewYork_MATERIEL_INFO_202606104,NewYork,2026-06-10
KeyPers_NewYork_1232417,NewYork_MATERIEL_INFO_202606105,NewYork,2026-06-10
KeyPers_NewYork_1231119,NewYork_MATERIEL_INFO_202606106,NewYork,2026-06-10
KeyPers_NewYork_1230021,NewYork_MATERIEL_INFO_202606107,NewYork,2026-06-10
KeyPers_NewYork_1231879,NewYork_MATERIEL_INFO_202606108,NewYork,2026-06-10
KeyPers_NewYork_1230061,NewYork_MATERIEL_INFO_202606109,NewYork,2026-06-10
KeyPers_NewYork_1231057,NewYork_MATERIEL_INFO_2026061010,NewYork,2026-06-10
KeyPers_NewYork_1231566,NewYork_MATERIEL_INFO_2026061011,NewYork,2026-06-10
KeyPers_NewYork_1231002,NewYork_MATERIEL_INFO_2026061012,NewYork,2026-06-10
KeyPers_Paris_1234242,Paris_MATERIEL_INFO_202606100,Paris,2026-06-10
KeyPers_Paris_1233332,Paris_MATERIEL_INFO_202606101,Paris,2026-06-10
KeyPers_Paris_1233364,Paris_MATERIEL_INFO_202606102,Paris,2026-06-10
KeyPers_Paris_1231708,Paris_MATERIEL_INFO_202606103,Paris,2026-06-10
KeyPers_Paris_1230494,Paris_MATERIEL_INFO_202606104,Paris,2026-06-10
KeyPers_Paris_1230266,Paris_MATERIEL_INFO_202606105,Paris,2026-06-10
KeyPers_Paris_1230431,Paris_MATERIEL_INFO_202606106,Paris,2026-06-10
KeyPers_Paris_1231625,Paris_MATERIEL_INFO_202606107,Paris,2026-06-10
KeyPers_Paris_1230361,Paris_MATERIEL_INFO_202606108,Paris,2026-06-10
KeyPers_Paris_1233096,Paris_MATERIEL_INFO_202606109,Paris,2026-06-10
KeyPers_Paris_1230413,Paris_MATERIEL_INFO_2026061010,Paris,2026-06-10
KeyPers_Paris_1234794,Paris_MATERIEL_INFO_2026061011,Paris,2026-06-10
KeyPers_Paris_1232833,Paris_MATERIEL_INFO_2026061012,Paris,2026-06-10
KeyPers_Shanghai_1230314,Shanghai_MATERIEL_INFO_202606100,Shanghai,2026-06-10
KeyPers_Shanghai_1230927,Shanghai_MATERIEL_INFO_202606101,Shanghai,2026-06-10
KeyPers_Shanghai_1230208,Shanghai_MATERIEL_INFO_202606102,Shanghai,2026-06-10
KeyPers_Shanghai_1230076,Shanghai_MATERIEL_INFO_202606103,Shanghai,2026-06-10
KeyPers_Shanghai_1230884,Shanghai_MATERIEL_INFO_202606104,Shanghai,2026-06-10
KeyPers_Shanghai_1230766,Shanghai_MATERIEL_INFO_202606105,Shanghai,2026-06-10
KeyPers_Shanghai_1230062,Shanghai_MATERIEL_INFO_202606106,Shanghai,2026-06-10
KeyPers_Shanghai_1230625,Shanghai_MATERIEL_INFO_202606107,Shanghai,2026-06-10
KeyPers_Shanghai_1230317,Shanghai_MATERIEL_INFO_202606108,Shanghai,2026-06-10
