ID_MATERIEL,TYPE,MODELE,IMPACT
BERLIN_MATERIEL_INFO_202609010,,modèle par défaut,350
BERLIN_MATERIEL_INFO_202609011,PC portable,Latitude 7xxx,264
BERLIN_MATERIEL_INFO_202609012,,Precision 3xxx,266
BERLIN_MATERIEL_INFO_202609013,,MacBook air retina,176
LONDON_MATERIEL_INFO_202609010,Vidéo projecteur,,94
LONDON_MATERIEL_INFO_202609011,PC portable,EliteBook 6xx,175
LONDON_MATERIEL_INFO_202609012,,modèle par défaut,350
LONDON_MATERIEL_INFO_202609013,PC fixe tout-en-un,iMac 21pouces retina,300
LONDON_MATERIEL_INFO_202609014,PC fixe sans ecran,"Prodesk (Tower, SFF)",322
LONDON_MATERIEL_INFO_202609015,,modèle par défaut,350
LONDON_MATERIEL_INFO_202609016,,EliteDesk DM,230
LONDON_MATERIEL_INFO_202609017,PC fixe sans ecran,"Elite (Tower, SFF, One)",393
LONDON_MATERIEL_INFO_202609018,Serveur,Modèle par défaut,1300
LONDON_MATERIEL_INFO_202609019,PC fixe sans ecran,Mac mini,270
LONDON_MATERIEL_INFO_2026090110,,Victus,267
LA_MATERIEL_INFO_202609010,Tablette,modèle par défaut,150
LA_MATERIEL_INFO_202609011,PC portable,,260
LA_MATERIEL_INFO_202609012,PC fixe tout-en-un,iMac pro,700
NewYork_MATERIEL_INFO_202609010,imprimante,Laser à poser (<40kg),430
NewYork_MATERIEL_INFO_202609011,,modèle par défaut,350
NewYork_MATERIEL_INFO_202609012,,ProBook,226
Paris_MATERIEL_INFO_202609010,PC fixe sans ecran,Optiplex micro,174
Paris_MATERIEL_INFO_202609011,Station d'accueil,modèle par défaut,26
Paris_MATERIEL_INFO_202609012,PC fixe sans ecran,Z,409
Paris_MATERIEL_INFO_202609013,PC fixe sans ecran,Rasberry pi 4,15
Paris_MATERIEL_INFO_202609014,,modèle par défaut,350
Shanghai_MATERIEL_INFO_202609010,,modèle par défaut,350
Shanghai_MATERIEL_INFO_202609011,PC portable,Chromebook 14-15pouces,170
Shanghai_MATERIEL_INFO_202609012,,"Prodesk (Tower, SFF)",322
Shanghai_MATERIEL_INFO_202609013,PC portable,MacBook pro 15/16pouces,330
