ID_MATERIEL,TYPE,MODELE,IMPACT
BERLIN_MATERIEL_INFO_202609230,PC portable,Moyenne 17pouces,365
BERLIN_MATERIEL_INFO_202609231,,EliteBook 10xx,223
LONDON_MATERIEL_INFO_202609230,,modèle par défaut,350
LONDON_MATERIEL_INFO_202609231,PC portable,MacBook air,250
LONDON_MATERIEL_INFO_202609232,PC portable,Victus,267
LONDON_MATERIEL_INFO_202609233,PC portable,Precision 7xxx,304
LONDON_MATERIEL_INFO_202609234,,ProDesk mini/DM,100
LONDON_MATERIEL_INFO_202609235,PC fixe sans ecran,Precision tower 5xxx,440
LONDON_MATERIEL_INFO_202609236,PC portable,MacBook pro 13pouces,256
LONDON_MATERIEL_INFO_202609237,,Precision tower 5xxx,440
LONDON_MATERIEL_INFO_202609238,PC fixe sans ecran,Mac pro,900
LONDON_MATERIEL_INFO_202609239,PC fixe tout-en-un,Mac pro,900
LA_MATERIEL_INFO_202609230,PC portable,modèle par défaut,260
LA_MATERIEL_INFO_202609231,PC fixe sans ecran,Optiplex tower,260
LA_MATERIEL_INFO_202609232,,Noeud de calcul,1300
LA_MATERIEL_INFO_202609233,,Optiplex All-in-One 7xxx,382
LA_MATERIEL_INFO_202609234,PC fixe sans ecran,Mac mini,270
LA_MATERIEL_INFO_202609235,clavier,modèle par défaut,24
LA_MATERIEL_INFO_202609236,Serveur,,1300
LA_MATERIEL_INFO_202609237,PC portable,Precision 3xxx,266
LA_MATERIEL_INFO_202609238,,Latitude 5xxx,300
LA_MATERIEL_INFO_202609239,PC fixe tout-en-un,iMac 21pouces,290
LA_MATERIEL_INFO_2026092310,PC portable,MacBook pro 13pouces,256
LA_MATERIEL_INFO_2026092311,PC portable,Moyenne 14/15pouces,294
NewYork_MATERIEL_INFO_202609230,,MacBook air pre-retina,310
NewYork_MATERIEL_INFO_202609231,,Z,409
NewYork_MATERIEL_INFO_202609232,PC portable,MacBook air,250
NewYork_MATERIEL_INFO_202609233,PC portable,Precision 7xxx,304
NewYork_MATERIEL_INFO_202609234,PC fixe tout-en-un,iMac 21pouces retina,300
NewYork_MATERIEL_INFO_202609235,PC fixe tout-en-un,iMac 27pouces retina,450
NewYork_MATERIEL_INFO_202609236,,OMEN,290
NewYork_MATERIEL_INFO_202609237,PC fixe sans ecran,OMEN,290
NewYork_MATERIEL_INFO_202609238,PC fixe sans ecran,,350
Paris_MATERIEL_INFO_202609230,,Z,409
Paris_MATERIEL_INFO_202609231,PC fixe sans ecran,PC Fixe (moy),300
Paris_MATERIEL_INFO_202609232,PC portable,Moyenne 17pouces,365
Paris_MATERIEL_INFO_202609233,PC portable,,260
Paris_MATERIEL_INFO_202609234,,Chromebook 14-15pouces,170
Paris_MATERIEL_INFO_202609235,PC fixe sans ecran,Precision tower 3xxx,285
Paris_MATERIEL_INFO_202609236,PC fixe tout-en-un,Optiplex All-in-One 3xxx,241
Shanghai_MATERIEL_INFO_202609230,PC fixe tout-en-un,Mac pro,900
Shanghai_MATERIEL_INFO_202609231,Serveur,Serveur de stockage,2500
Shanghai_MATERIEL_INFO_202609232,Borne wifi,modèle par défaut,10
