ID_MATERIEL,TYPE,MODELE,IMPACT
BERLIN_MATERIEL_INFO_202609030,Ecran,jusqu'à 23pouces,350
BERLIN_MATERIEL_INFO_202609031,Ecran,modèle par défaut,430
BERLIN_MATERIEL_INFO_202609032,PC portable,Latitude 7xxx,264
BERLIN_MATERIEL_INFO_202609033,PC portable,Victus,267
BERLIN_MATERIEL_INFO_202609034,PC portable,EliteBook 10xx,223
BERLIN_MATERIEL_INFO_202609035,,Victus,267
LONDON_MATERIEL_INFO_202609030,Tablette,modèle par défaut,150
LONDON_MATERIEL_INFO_202609031,PC fixe sans ecran,Z,409
LONDON_MATERIEL_INFO_202609032,Borne wifi,,10
LONDON_MATERIEL_INFO_202609033,imprimante,Laser à poser (<40kg),430
LONDON_MATERIEL_INFO_202609034,,modèle par défaut,350
LONDON_MATERIEL_INFO_202609035,imprimante,,500
LA_MATERIEL_INFO_202609030,Disque dur,modèle par défaut,10
LA_MATERIEL_INFO_202609031,,Optiplex All-in-One 5xxx,318
LA_MATERIEL_INFO_202609032,PC portable,,260
LA_MATERIEL_INFO_202609033,PC fixe sans ecran,OMEN,290
LA_MATERIEL_INFO_202609034,,Z,409
LA_MATERIEL_INFO_202609035,,Pour salle,150
LA_MATERIEL_INFO_202609036,PC fixe sans ecran,Optiplex tower,260
LA_MATERIEL_INFO_202609037,PC fixe sans ecran,Elite mini,137
LA_MATERIEL_INFO_202609038,Ecran,jusqu'à 23pouces,350
LA_MATERIEL_INFO_202609039,PC fixe sans ecran,Optiplex tower,260
LA_MATERIEL_INFO_2026090310,Borne wifi,modèle par défaut,10
LA_MATERIEL_INFO_2026090311,,modèle par défaut,350
LA_MATERIEL_INFO_2026090312,,Precision 5xxx,280
NewYork_MATERIEL_INFO_202609030,PC portable,MacBook air,250
NewYork_MATERIEL_INFO_202609031,PC portable,ZBook,303
NewYork_MATERIEL_INFO_202609032,PC fixe sans ecran,ZHAN,264
NewYork_MATERIEL_INFO_202609033,,MacBook air pre-retina,310
NewYork_MATERIEL_INFO_202609034,PC fixe sans ecran,ZHAN,264
NewYork_MATERIEL_INFO_202609035,PC fixe sans ecran,"EliteDesk (Tower, SFF, One)",393
NewYork_MATERIEL_INFO_202609036,PC fixe sans ecran,Wyse thin client,69
Paris_MATERIEL_INFO_202609030,PC portable,ZBook Studio,379
Paris_MATERIEL_INFO_202609031,PC portable,Victus,267
Paris_MATERIEL_INFO_202609032,PC fixe sans ecran,Optiplex small,240
Paris_MATERIEL_INFO_202609033,PC fixe sans ecran,Mac pro,900
Paris_MATERIEL_INFO_202609034,PC portable,Precision 7xxx,304
Paris_MATERIEL_INFO_202609035,clavier,modèle par défaut,24
Paris_MATERIEL_INFO_202609036,,Latitude 7xxx,264
Paris_MATERIEL_INFO_202609037,PC portable,Latitude 5xxx,300
Paris_MATERIEL_INFO_202609038,Serveur,Modèle par défaut,1300
Paris_MATERIEL_INFO_202609039,PC fixe sans ecran,Precision tower 7xxx,555
Paris_MATERIEL_INFO_2026090310,PC portable,OMEN,290
Paris_MATERIEL_INFO_2026090311,,MacBook air retina,176
Paris_MATERIEL_INFO_2026090312,PC portable,ZBook Studio,379
Paris_MATERIEL_INFO_2026090313,PC fixe sans ecran,Optiplex small,240
Shanghai_MATERIEL_INFO_202609030,PC portable,EliteBook 8xx,290
Shanghai_MATERIEL_INFO_202609031,PC portable,Moyenne 17pouces,365
Shanghai_MATERIEL_INFO_202609032,,modèle par défaut,350
