ID_MATERIEL,TYPE,MODELE,IMPACT
BERLIN_MATERIEL_INFO_202611080,PC fixe tout-en-un,Optiplex All-in-One 3xxx,241
BERLIN_MATERIEL_INFO_202611081,,EliteBook 10xx,223
BERLIN_MATERIEL_INFO_202611082,PC fixe sans ecran,EliteDesk DM,230
BERLIN_MATERIEL_INFO_202611083,PC fixe sans ecran,Optiplex small,240
BERLIN_MATERIEL_INFO_202611084,PC fixe tout-en-un,Mac pro,900
LONDON_MATERIEL_INFO_202611080,,Mac pro,900
LA_MATERIEL_INFO_202611080,,Laser à poser (<40kg),430
NewYork_MATERIEL_INFO_202611080,PC portable,Moyenne 17pouces,365
NewYork_MATERIEL_INFO_202611081,Tablette,modèle par défaut,150
NewYork_MATERIEL_INFO_202611082,,modèle par défaut,350
NewYork_MATERIEL_INFO_202611083,Serveur,,1300
NewYork_MATERIEL_INFO_202611084,PC fixe sans ecran,Mac pro,900
NewYork_MATERIEL_INFO_202611085,PC portable,Chromebook 11-13pouces,175
NewYork_MATERIEL_INFO_202611086,Smartphone,modèle par défaut,63
NewYork_MATERIEL_INFO_202611087,,modèle par défaut,350
NewYork_MATERIEL_INFO_202611088,PC portable,Latitude 5xxx,300
NewYork_MATERIEL_INFO_202611089,,Optiplex tower,260
NewYork_MATERIEL_INFO_2026110810,Vidéo projecteur,modèle par défaut,94
NewYork_MATERIEL_INFO_2026110811,PC fixe sans ecran,Optiplex micro,174
NewYork_MATERIEL_INFO_2026110812,PC fixe sans ecran,"Prodesk (Tower, SFF)",322
NewYork_MATERIEL_INFO_2026110813,PC fixe tout-en-un,Optiplex All-in-One 7xxx,382
Paris_MATERIEL_INFO_202611080,Ecran,32pouces et plus,590
Paris_MATERIEL_INFO_202611081,PC portable,Chromebook 14-15pouces,170
Paris_MATERIEL_INFO_202611082,Borne wifi,modèle par défaut,10
Paris_MATERIEL_INFO_202611083,Serveur,Serveur de stockage,2500
Paris_MATERIEL_INFO_202611084,PC portable,,260
Paris_MATERIEL_INFO_202611085,PC fixe sans ecran,,350
Paris_MATERIEL_INFO_202611086,PC fixe tout-en-un,Mac pro,900
Shanghai_MATERIEL_INFO_202611080,,modèle par défaut,350
Shanghai_MATERIEL_INFO_202611081,,Wyse thin client,69
Shanghai_MATERIEL_INFO_202611082,,PC Fixe (moy),300
Shanghai_MATERIEL_INFO_202611083,PC portable,Latitude 5xxx,300
Shanghai_MATERIEL_INFO_202611084,PC fixe sans ecran,Precision tower 3xxx,285
Shanghai_MATERIEL_INFO_202611085,Telephone IP,modèle par défaut,17
Shanghai_MATERIEL_INFO_202611086,PC fixe sans ecran,OMEN,290
Shanghai_MATERIEL_INFO_202611087,Serveur,Modèle par défaut,1300
