ID_MATERIEL,TYPE,MODELE,IMPACT
BERLIN_MATERIEL_INFO_202609050,PC portable,Precision 3xxx,266
BERLIN_MATERIEL_INFO_202609051,PC portable,Victus,267
BERLIN_MATERIEL_INFO_202609052,PC portable,modèle par défaut,260
BERLIN_MATERIEL_INFO_202609053,PC fixe sans ecran,,350
BERLIN_MATERIEL_INFO_202609054,PC portable,,260
BERLIN_MATERIEL_INFO_202609055,,MacBook air pre-retina,310
LONDON_MATERIEL_INFO_202609050,Disque dur,modèle par défaut,10
LONDON_MATERIEL_INFO_202609051,Ecran,modèle par défaut,430
LONDON_MATERIEL_INFO_202609052,,"Elite (Tower, SFF, One)",393
LA_MATERIEL_INFO_202609050,PC fixe sans ecran,Optiplex tower,260
LA_MATERIEL_INFO_202609051,PC portable,Latitude 7xxx,264
LA_MATERIEL_INFO_202609052,PC fixe tout-en-un,iMac 21pouces retina,300
LA_MATERIEL_INFO_202609053,Ecran,,430
LA_MATERIEL_INFO_202609054,PC fixe sans ecran,,350
LA_MATERIEL_INFO_202609055,PC fixe sans ecran,,350
LA_MATERIEL_INFO_202609056,Tablette,modèle par défaut,150
NewYork_MATERIEL_INFO_202609050,PC portable,MacBook air,250
NewYork_MATERIEL_INFO_202609051,PC fixe tout-en-un,Mac pro,900
NewYork_MATERIEL_INFO_202609052,PC fixe sans ecran,Rasberry pi 4,15
NewYork_MATERIEL_INFO_202609053,,Optiplex All-in-One 3xxx,241
NewYork_MATERIEL_INFO_202609054,PC fixe sans ecran,Station de travail (moy),600
NewYork_MATERIEL_INFO_202609055,PC fixe sans ecran,Elite mini,137
NewYork_MATERIEL_INFO_202609056,,ZHAN,264
NewYork_MATERIEL_INFO_202609057,PC portable,MacBook air pre-retina,310
NewYork_MATERIEL_INFO_202609058,PC fixe sans ecran,Station de travail (moy),600
NewYork_MATERIEL_INFO_202609059,,Station de travail (moy),600
NewYork_MATERIEL_INFO_2026090510,PC fixe tout-en-un,iMac 21pouces retina,300
NewYork_MATERIEL_INFO_2026090511,Serveur,,1300
NewYork_MATERIEL_INFO_2026090512,PC portable,EliteBook 8xx,290
NewYork_MATERIEL_INFO_2026090513,PC fixe tout-en-un,Mac pro,900
Paris_MATERIEL_INFO_202609050,PC fixe sans ecran,ProDesk mini/DM,100
Paris_MATERIEL_INFO_202609051,,Precision tower 7xxx,555
Paris_MATERIEL_INFO_202609052,PC portable,MacBook air pre-retina,310
Paris_MATERIEL_INFO_202609053,PC fixe sans ecran,Precision tower 7xxx,555
Paris_MATERIEL_INFO_202609054,PC portable,Victus,267
Paris_MATERIEL_INFO_202609055,Serveur,,1300
Paris_MATERIEL_INFO_202609056,PC fixe sans ecran,Precision tower 7xxx,555
Paris_MATERIEL_INFO_202609057,,iMac pro,700
Paris_MATERIEL_INFO_202609058,,Precision tower 3xxx,285
Paris_MATERIEL_INFO_202609059,PC fixe sans ecran,Optiplex micro,174
Paris_MATERIEL_INFO_2026090510,PC fixe tout-en-un,,352
Paris_MATERIEL_INFO_2026090511,PC fixe sans ecran,Elite mini,137
Paris_MATERIEL_INFO_2026090512,,modèle par défaut,350
Paris_MATERIEL_INFO_2026090513,Serveur,Noeud de calcul,1300
Shanghai_MATERIEL_INFO_202609050,PC fixe tout-en-un,modèle par défaut,352
Shanghai_MATERIEL_INFO_202609051,,"EliteDesk (Tower, SFF, One)",393
Shanghai_MATERIEL_INFO_202609052,PC portable,,260
Shanghai_MATERIEL_INFO_202609053,imprimante,Laser A3 (>100kg),1800
Shanghai_MATERIEL_INFO_202609054,,Optiplex All-in-One 3xxx,241
Shanghai_MATERIEL_INFO_202609055,Telephone IP,modèle par défaut,17
Shanghai_MATERIEL_INFO_202609056,PC portable,ZBook Studio,379
Shanghai_MATERIEL_INFO_202609057,PC portable,modèle par défaut,260
Shanghai_MATERIEL_INFO_202609058,,Laser A3 (40-99kg),960
Shanghai_MATERIEL_INFO_202609059,Serveur,,1300
Shanghai_MATERIEL_INFO_2026090510,PC portable,MacBook air retina,176
Shanghai_MATERIEL_INFO_2026090511,PC portable,Moyenne 14/15pouces,294
Shanghai_MATERIEL_INFO_2026090512,PC portable,Latitude 5xxx,300
Shanghai_MATERIEL_INFO_2026090513,Ecran,,430
