ID_MATERIEL,TYPE,MODELE,IMPACT
BERLIN_MATERIEL_INFO_202610150,PC portable,Latitude 5xxx,300
BERLIN_MATERIEL_INFO_202610151,Ecran,jusqu'à 23pouces,350
BERLIN_MATERIEL_INFO_202610152,PC fixe sans ecran,Precision tower 3xxx,285
BERLIN_MATERIEL_INFO_202610153,PC fixe sans ecran,Optiplex tower,260
BERLIN_MATERIEL_INFO_202610154,PC portable,MacBook pro 15/16pouces,330
BERLIN_MATERIEL_INFO_202610155,,ZHAN,264
LONDON_MATERIEL_INFO_202610150,imprimante,Laser A3 (>100kg),1800
LONDON_MATERIEL_INFO_202610151,,Rasberry pi 4,15
LONDON_MATERIEL_INFO_202610152,Ecran,jusqu'à 23pouces,350
LONDON_MATERIEL_INFO_202610153,PC portable,,260
LONDON_MATERIEL_INFO_202610154,PC portable,EliteBook 6xx,175
LONDON_MATERIEL_INFO_202610155,PC portable,Chromebook 11-13pouces,175
LONDON_MATERIEL_INFO_202610156,PC portable,Latitude 7xxx,264
LONDON_MATERIEL_INFO_202610157,Smartphone,modèle par défaut,63
LONDON_MATERIEL_INFO_202610158,PC fixe sans ecran,Z,409
LONDON_MATERIEL_INFO_202610159,,Serveur de stockage,2500
LONDON_MATERIEL_INFO_2026101510,PC fixe tout-en-un,Optiplex All-in-One 3xxx,241
LONDON_MATERIEL_INFO_2026101511,PC fixe tout-en-un,iMac 27pouces retina,450
LONDON_MATERIEL_INFO_2026101512,PC fixe sans ecran,OMEN,290
LONDON_MATERIEL_INFO_2026101513,PC fixe tout-en-un,Optiplex All-in-One 5xxx,318
LA_MATERIEL_INFO_202610150,,Z,409
LA_MATERIEL_INFO_202610151,PC portable,MacBook pro 15/16pouces,330
LA_MATERIEL_INFO_202610152,,modèle par défaut,350
LA_MATERIEL_INFO_202610153,Vidéo projecteur,Pour salle,150
LA_MATERIEL_INFO_202610154,PC fixe sans ecran,Precision tower 3xxx,285
LA_MATERIEL_INFO_202610155,PC portable,Latitude 7xxx,264
LA_MATERIEL_INFO_202610156,PC fixe tout-en-un,iMac pro,700
LA_MATERIEL_INFO_202610157,PC portable,,260
LA_MATERIEL_INFO_202610158,,"Elite (Tower, SFF, One)",393
LA_MATERIEL_INFO_202610159,PC portable,Moyenne 14/15pouces,294
NewYork_MATERIEL_INFO_202610150,PC portable,Precision 7xxx,304
NewYork_MATERIEL_INFO_202610151,PC fixe tout-en-un,Optiplex All-in-One 7xxx,382
NewYork_MATERIEL_INFO_202610152,PC portable,OMEN,290
NewYork_MATERIEL_INFO_202610153,Telephone IP,modèle par défaut,17
NewYork_MATERIEL_INFO_202610154,PC fixe tout-en-un,Optiplex All-in-One 7xxx,382
NewYork_MATERIEL_INFO_202610155,PC portable,,260
NewYork_MATERIEL_INFO_202610156,PC portable,EliteBook 6xx,175
NewYork_MATERIEL_INFO_202610157,PC fixe sans ecran,ProDesk mini/DM,100
NewYork_MATERIEL_INFO_202610158,PC portable,MacBook air retina,176
NewYork_MATERIEL_INFO_202610159,PC portable,Chromebook 14-15pouces,170
NewYork_MATERIEL_INFO_2026101510,imprimante,Laser à poser (<40kg),430
NewYork_MATERIEL_INFO_2026101511,PC portable,Latitude 7xxx,264
Paris_MATERIEL_INFO_202610150,PC portable,Moyenne 13pouces,250
Paris_MATERIEL_INFO_202610151,souris,,5
Paris_MATERIEL_INFO_202610152,PC fixe sans ecran,,350
Paris_MATERIEL_INFO_202610153,PC fixe sans ecran,,350
Paris_MATERIEL_INFO_202610154,Serveur,Serveur de stockage,2500
Paris_MATERIEL_INFO_202610155,PC fixe tout-en-un,Optiplex All-in-One 5xxx,318
Paris_MATERIEL_INFO_202610156,PC fixe sans ecran,"Elite (Tower, SFF, One)",393
Paris_MATERIEL_INFO_202610157,imprimante,Laser A3 (40-99kg),960
Shanghai_MATERIEL_INFO_202610150,,Precision 3xxx,266
Shanghai_MATERIEL_INFO_202610151,PC portable,MacBook pro 13pouces,256
Shanghai_MATERIEL_INFO_202610152,PC fixe sans ecran,OMEN,290
Shanghai_MATERIEL_INFO_202610153,PC portable,EliteBook 10xx,223
Shanghai_MATERIEL_INFO_202610154,,modèle par défaut,350
Shanghai_MATERIEL_INFO_202610155,Vidéo projecteur,Transportable,94
Shanghai_MATERIEL_INFO_202610156,,Optiplex tower,260
Shanghai_MATERIEL_INFO_202610157,PC portable,,260
Shanghai_MATERIEL_INFO_202610158,PC portable,ProBook,226
Shanghai_MATERIEL_INFO_202610159,PC portable,Precision 3xxx,266
Shanghai_MATERIEL_INFO_2026101510,PC portable,modèle par défaut,260
