ID_MISSION,TYPE_MISSION,VILLE_DEPART,PAYS_DEPART,VILLE_DESTINATION,PAYS_DESTINATION,TRANSPORT,ALLER_RETOUR,DISTANCE_KM,CO2EQ,IMPACT
BERLIN_202610120,Réunion,Berlin,Allemagne,Compiègne,France,Avion,oui,817.55,0.2586,422.8369
BERLIN_202610121,Conférence,Berlin,Allemagne,Lima,Peru,Avion,oui,11089.69,0.152,3371.2658
BERLIN_202610122,Rencontre entreprises,Los Angeles,USA,Wellington,New Zealand,Avion,oui,10792.01,0.152,3280.771
BERLIN_202610123,Rencontre entreprises,Berlin,Allemagne,Bordeaux,France,Avion,oui,1333.07,0.1875,499.9012
BERLIN_202610124,Développement,Berlin,Allemagne,Shanghai,China,Avion,oui,8416.5,0.152,2558.616
BERLIN_202610125,Rencontre entreprises,Shanghai,China,Vancouver,Canada,Avion,oui,9046.88,0.152,2750.2515
BERLIN_202610126,Développement,Berlin,Allemagne,Osaka,Japan,Avion,oui,8838.74,0.152,2686.977
BERLIN_202610127,Réunion,Berlin,Allemagne,Buenos Aires,Argentina,Avion,oui,11887.22,0.152,3613.7149
BERLIN_202610128,Conférence,Berlin,Allemagne,Bordeaux,France,Avion,oui,1333.07,0.1875,499.9012
BERLIN_202610129,Réunion,Berlin,Allemagne,Los Angeles,USA,Avion,oui,9331.71,0.152,2836.8398
BERLIN_2026101210,Rencontre entreprises,Berlin,Allemagne,Melbourne,Australia,Avion,oui,15966.2,0.152,4853.7248
BERLIN_2026101211,Conférence,Berlin,Allemagne,Tokyo,Japan,Avion,oui,8943.47,0.152,2718.8149
BERLIN_2026101212,Conférence,Berlin,Allemagne,Helsinki,Finlande,Avion,oui,1108.32,0.1875,415.62
BERLIN_2026101213,Développement,Berlin,Allemagne,Stockholm,Suède,Avion,oui,811.9,0.2586,419.9147
BERLIN_2026101214,Conférence,Berlin,Allemagne,Washington,USA,Avion,oui,6728.36,0.152,2045.4214
LONDON_202610120,Réunion,London,England,Washington,USA,Avion,oui,5913.79,0.152,1797.7922
LONDON_202610121,Rencontre entreprises,London,England,Montreal,Canada,Avion,oui,5236.27,0.152,1591.8261
LONDON_202610122,Développement,London,England,Berlin,Allemagne,Avion,oui,933.84,0.2586,482.982
LONDON_202610123,Rencontre entreprises,London,England,Lima,Peru,Avion,oui,10159.87,0.152,3088.6005
LONDON_202610124,Réunion,London,England,Berlin,Allemagne,Avion,non,933.84,0.2586,241.491
LONDON_202610125,Rencontre entreprises,London,England,Los Angeles,USA,Avion,oui,8776.45,0.152,2668.0408
LONDON_202610126,Rencontre entreprises,London,England,Tokyo,Japan,Avion,oui,9586.22,0.152,2914.2109
LONDON_202610127,Développement,London,England,Shanghai,China,Avion,oui,9217.19,0.152,2802.0258
LONDON_202610128,Formation,London,England,Wellington,New Zealand,Avion,oui,18804.73,0.152,5716.6379
LONDON_202610129,Formation,London,England,Rio de Janeiro,Brazil,Avion,oui,9254.24,0.152,2813.289
LONDON_2026101210,Rencontre entreprises,London,England,Alger,Algeria,Avion,oui,1656.55,0.1875,621.2062
LONDON_2026101211,Rencontre entreprises,London,England,London,England,Transports en commun,oui,8.0,0.11065,1.7704
LONDON_2026101212,Formation,London,England,Marseille,France,Avion,oui,1002.33,0.1875,375.8738
LONDON_2026101213,Formation,London,England,Alger,Algeria,Avion,oui,1656.55,0.1875,621.2062
LONDON_2026101214,Conférence,London,England,Osaka,Japan,Avion,oui,9522.37,0.152,2894.8005
LONDON_2026101215,Rencontre entreprises,London,England,Osaka,Japan,Avion,oui,9522.37,0.152,2894.8005
LONDON_2026101216,Développement,London,England,Alger,Algeria,Avion,oui,1656.55,0.1875,621.2062
LONDON_2026101217,Rencontre entreprises,London,England,London,England,Transports en commun,oui,8.0,0.11065,1.7704
LONDON_2026101218,Formation,London,England,Marseille,France,Avion,oui,1002.33,0.1875,375.8738
LONDON_2026101219,Développement,London,England,Rabat,Maroc,Avion,non,2016.55,0.1875,378.1031
LONDON_2026101220,Rencontre entreprises,London,England,Wellington,New Zealand,Avion,oui,18804.73,0.152,5716.6379
LONDON_2026101221,Conférence,London,England,Tokyo,Japan,Avion,non,9586.22,0.152,1457.1054
LONDON_2026101222,Développement,London,England,Helsinki,Finlande,Avion,oui,1826.16,0.1875,684.81
LONDON_2026101223,Formation,London,England,Los Angeles,USA,Avion,oui,8776.45,0.152,2668.0408
LONDON_2026101224,Conférence,London,England,Washington,USA,Avion,oui,5913.79,0.152,1797.7922
LONDON_2026101225,Réunion,London,England,Washington,USA,Avion,oui,5913.79,0.152,1797.7922
LONDON_2026101226,Rencontre entreprises,London,England,London,England,Transports en commun,oui,8.0,0.11065,1.7704
LONDON_2026101227,Réunion,London,England,Compiègne,France,Avion,oui,313.03,0.2586,161.8991
LONDON_2026101228,Réunion,Paris,France,Stockholm,Suède,Avion,oui,1547.57,0.1875,580.3388
LONDON_2026101229,Réunion,London,England,Tokyo,Japan,Avion,oui,9586.22,0.152,2914.2109
LONDON_2026101230,Rencontre entreprises,London,England,Stockholm,Suède,Avion,oui,1436.38,0.1875,538.6425
LA_202610120,Rencontre entreprises,Los Angeles,USA,Los Angeles,USA,Transports en commun,oui,8.0,0.11065,1.7704
LA_202610121,Formation,Los Angeles,USA,New-York,USA,Avion,oui,3944.28,0.152,1199.0611
LA_202610122,Réunion,Los Angeles,USA,Washington,USA,Taxi,oui,3700.18,0.1904,1409.0285
LA_202610123,Formation,Los Angeles,USA,Marseille,France,Avion,oui,9710.11,0.152,2951.8734
LA_202610124,Réunion,Los Angeles,USA,Wellington,New Zealand,Avion,oui,10792.01,0.152,3280.771
LA_202610125,Formation,Los Angeles,USA,Marseille,France,Avion,oui,9710.11,0.152,2951.8734
LA_202610126,Développement,Los Angeles,USA,Stockholm,Suède,Avion,oui,8902.33,0.152,2706.3083
LA_202610127,Développement,Los Angeles,USA,Shanghai,China,Avion,oui,10455.1,0.152,3178.3504
LA_202610128,Conférence,Los Angeles,USA,Bogota,Colombia,Avion,oui,5598.11,0.152,1701.8254
LA_202610129,Réunion,Los Angeles,USA,Dubaï,Emirats,Avion,oui,13403.76,0.152,4074.743
NewYork_202610120,Conférence,New-York,USA,Lille,France,Avion,oui,5828.45,0.152,1771.8488
NewYork_202610121,Conférence,New-York,USA,Washington,USA,Avion,oui,328.71,0.2586,170.0088
NewYork_202610122,Rencontre entreprises,New-York,USA,Bogota,Colombia,Avion,oui,3994.12,0.152,1214.2125
NewYork_202610123,Formation,New-York,USA,Rio de Janeiro,Brazil,Avion,oui,7731.34,0.152,2350.3274
NewYork_202610124,Formation,New-York,USA,Lille,France,Avion,oui,5828.45,0.152,1771.8488
NewYork_202610125,Rencontre entreprises,New-York,USA,Tunis,Tunisie,Avion,non,7152.65,0.152,1087.2028
NewYork_202610126,Formation,New-York,USA,Vancouver,Canada,Avion,oui,3914.19,0.152,1189.9138
NewYork_202610127,Réunion,Paris,France,Melbourne,Australia,Avion,oui,16789.72,0.152,5104.0749
NewYork_202610128,Conférence,New-York,USA,Tokyo,Japan,Avion,oui,10871.3,0.152,3304.8752
NewYork_202610129,Développement,Shanghai,China,Sidney,Australia,Avion,oui,7853.15,0.152,2387.3576
NewYork_2026101210,Développement,New-York,USA,Osaka,Japan,Avion,oui,11127.11,0.152,3382.6414
NewYork_2026101211,Rencontre entreprises,New-York,USA,Buenos Aires,Argentina,Avion,oui,8492.28,0.152,2581.6531
NewYork_2026101212,Formation,Shanghai,China,Stockholm,Suède,Avion,oui,7781.34,0.152,2365.5274
NewYork_2026101213,Formation,New-York,USA,Marseille,France,Avion,oui,6321.77,0.152,1921.8181
NewYork_2026101214,Formation,Paris,France,Lima,Peru,Avion,oui,10243.25,0.152,3113.948
NewYork_2026101215,Réunion,New-York,USA,Washington,USA,Taxi,oui,328.71,0.1904,125.1728
NewYork_2026101216,Formation,New-York,USA,Compiègne,France,Avion,oui,5861.93,0.152,1782.0267
NewYork_2026101217,Conférence,New-York,USA,Marseille,France,Avion,oui,6321.77,0.152,1921.8181
NewYork_2026101218,Conférence,New-York,USA,Lille,France,Avion,oui,5828.45,0.152,1771.8488
NewYork_2026101219,Réunion,New-York,USA,Los Angeles,USA,Avion,oui,3944.28,0.152,1199.0611
NewYork_2026101220,Rencontre entreprises,New-York,USA,Vancouver,Canada,Avion,oui,3914.19,0.152,1189.9138
NewYork_2026101221,Rencontre entreprises,New-York,USA,Bogota,Colombia,Avion,non,3994.12,0.152,607.1062
NewYork_2026101222,Formation,Shanghai,China,Marseille,France,Avion,oui,9506.13,0.152,2889.8635
NewYork_2026101223,Développement,Paris,France,Pekin,China,Avion,oui,8239.33,0.152,2504.7563
NewYork_2026101224,Conférence,New-York,USA,Melbourne,Australia,Avion,oui,16672.0,0.152,5068.288
NewYork_2026101225,Formation,New-York,USA,Lille,France,Avion,oui,5828.45,0.152,1771.8488
NewYork_2026101226,Rencontre entreprises,New-York,USA,Montreal,Canada,Avion,oui,533.38,0.2586,275.8641
NewYork_2026101227,Développement,New-York,USA,Tokyo,Japan,Avion,oui,10871.3,0.152,3304.8752
NewYork_2026101228,Réunion,New-York,USA,Wellington,New Zealand,Avion,oui,14393.86,0.152,4375.7334
NewYork_2026101229,Rencontre entreprises,New-York,USA,New-York,USA,Transports en commun,oui,8.0,0.11065,1.7704
NewYork_2026101230,Développement,New-York,USA,London,England,Avion,oui,5585.24,0.152,1697.913
Paris_202610120,Formation,Paris,France,Los Angeles,USA,Avion,oui,9105.03,0.152,2767.9291
Paris_202610121,Développement,Paris,France,Auckland,New Zealand,Avion,oui,18538.88,0.152,5635.8195
Paris_202610122,Conférence,Paris,France,Washington,USA,Avion,oui,6179.35,0.152,1878.5224
Paris_202610123,Formation,Paris,France,Auckland,New Zealand,Avion,oui,18538.88,0.152,5635.8195
Paris_202610124,Réunion,Paris,France,Oslo,Norvège,Avion,oui,1344.07,0.1875,504.0262
Paris_202610125,Conférence,Paris,France,Pekin,China,Avion,oui,8239.33,0.152,2504.7563
Paris_202610126,Formation,New-York,USA,Melbourne,Australia,Avion,oui,16672.0,0.152,5068.288
Paris_202610127,Rencontre entreprises,Paris,France,Auckland,New Zealand,Avion,oui,18538.88,0.152,5635.8195
Paris_202610128,Développement,Paris,France,Berlin,Allemagne,Avion,oui,880.84,0.2586,455.5704
Paris_202610129,Réunion,Paris,France,Rio de Janeiro,Brazil,Avion,oui,9144.06,0.152,2779.7942
Paris_2026101210,Réunion,Paris,France,Rabat,Maroc,Avion,oui,1813.84,0.1875,680.19
Paris_2026101211,Formation,Paris,France,Marseille,France,Avion,oui,661.84,0.2586,342.3036
Paris_2026101212,Développement,Paris,France,London,England,Avion,non,342.53,0.2586,88.5783
Paris_2026101213,Réunion,Shanghai,China,Lille,France,Avion,oui,9114.63,0.152,2770.8475
Paris_2026101214,Développement,Paris,France,Pekin,China,Avion,oui,8239.33,0.152,2504.7563
Paris_2026101215,Développement,Paris,France,London,England,Avion,oui,342.53,0.2586,177.1565
Paris_2026101216,Réunion,Paris,France,Compiègne,France,Avion,oui,72.32,0.2586,37.4039
Paris_2026101217,Conférence,Paris,France,Wellington,New Zealand,Avion,oui,18980.62,0.152,5770.1085
Paris_2026101218,Réunion,Paris,France,Alger,Algeria,Avion,oui,1343.96,0.1875,503.985
Paris_2026101219,Développement,Paris,France,New-York,USA,Avion,oui,5850.66,0.152,1778.6006
Paris_2026101220,Rencontre entreprises,Paris,France,Pekin,China,Avion,oui,8239.33,0.152,2504.7563
Paris_2026101221,Conférence,Paris,France,Dubaï,Emirats,Avion,oui,5252.59,0.152,1596.7874
Paris_2026101222,Formation,Paris,France,Lille,France,Avion,non,204.85,0.2586,52.9742
Paris_2026101223,Formation,Paris,France,Marseille,France,Taxi,oui,661.84,0.1904,252.0287
Paris_2026101224,Formation,Paris,France,Osaka,Japan,Avion,non,9657.78,0.152,1467.9826
Paris_2026101225,Conférence,Paris,France,New-York,USA,Avion,oui,5850.66,0.152,1778.6006
Paris_2026101226,Développement,Paris,France,Buenos Aires,Argentina,Avion,oui,11024.52,0.152,3351.4541
Paris_2026101227,Formation,Paris,France,Pekin,China,Avion,oui,8239.33,0.152,2504.7563
Paris_2026101228,Développement,Paris,France,Bordeaux,France,Taxi,oui,498.31,0.1904,189.7564
Paris_2026101229,Conférence,Paris,France,Melbourne,Australia,Avion,oui,16789.72,0.152,5104.0749
Paris_2026101230,Réunion,Paris,France,Alger,Algeria,Avion,oui,1343.96,0.1875,503.985
Paris_2026101231,Rencontre entreprises,Paris,France,Rio de Janeiro,Brazil,Avion,oui,9144.06,0.152,2779.7942
Paris_2026101232,Conférence,Paris,France,Pekin,China,Avion,oui,8239.33,0.152,2504.7563
Paris_2026101233,Réunion,Paris,France,Lille,France,Avion,oui,204.85,0.2586,105.9484
Paris_2026101234,Réunion,Paris,France,Rabat,Maroc,Avion,oui,1813.84,0.1875,680.19
Shanghai_202610120,Conférence,Shanghai,China,Buenos Aires,Argentina,Avion,oui,19629.06,0.152,5967.2342
Shanghai_202610121,Rencontre entreprises,Shanghai,China,Osaka,Japan,Avion,oui,1365.52,0.1875,512.07
Shanghai_202610122,Formation,Shanghai,China,Tunis,Tunisie,Avion,oui,9887.67,0.152,3005.8517
Shanghai_202610123,Conférence,Shanghai,China,Rabat,Maroc,Avion,oui,10983.3,0.152,3338.9232
Shanghai_202610124,Conférence,Shanghai,China,Tokyo,Japan,Avion,oui,1767.77,0.1875,662.9137
Shanghai_202610125,Développement,Shanghai,China,Sao Paulo,Brazil,Avion,non,18570.44,0.152,2822.7069
Shanghai_202610126,Réunion,Shanghai,China,Bogota,Colombia,Avion,oui,15707.17,0.152,4774.9797
Shanghai_202610127,Rencontre entreprises,Shanghai,China,Dubaï,Emirats,Avion,oui,6433.02,0.152,1955.6381
Shanghai_202610128,Formation,Shanghai,China,Vancouver,Canada,Avion,oui,9046.88,0.152,2750.2515
Shanghai_202610129,Réunion,Shanghai,China,Shanghai,China,Transports en commun,oui,8.0,0.11065,1.7704
Shanghai_2026101210,Formation,Shanghai,China,Osaka,Japan,Avion,oui,1365.52,0.1875,512.07
Shanghai_2026101211,Conférence,Shanghai,China,Tokyo,Japan,Avion,oui,1767.77,0.1875,662.9137
Shanghai_2026101212,Rencontre entreprises,Paris,France,Osaka,Japan,Avion,oui,9657.78,0.152,2935.9651
Shanghai_2026101213,Rencontre entreprises,Shanghai,China,Sao Paulo,Brazil,Avion,oui,18570.44,0.152,5645.4138
Shanghai_2026101214,Conférence,Shanghai,China,Berlin,Allemagne,Avion,oui,8416.5,0.152,2558.616
Shanghai_2026101215,Formation,Shanghai,China,Marseille,France,Avion,oui,9506.13,0.152,2889.8635
Shanghai_2026101216,Développement,Shanghai,China,Vancouver,Canada,Avion,oui,9046.88,0.152,2750.2515
Shanghai_2026101217,Formation,Shanghai,China,Washington,USA,Avion,oui,12008.77,0.152,3650.6661
Shanghai_2026101218,Formation,Shanghai,China,Bordeaux,France,Avion,oui,9749.25,0.152,2963.772
