ID_MATERIEL,TYPE,MODELE,IMPACT
BERLIN_MATERIEL_INFO_202605130,PC fixe sans ecran,Precision tower 7xxx,555
BERLIN_MATERIEL_INFO_202605131,PC portable,,260
BERLIN_MATERIEL_INFO_202605132,Disque dur,modèle par défaut,10
BERLIN_MATERIEL_INFO_202605133,PC fixe sans ecran,,350
LONDON_MATERIEL_INFO_202605130,,Serveur de stockage,2500
LONDON_MATERIEL_INFO_202605131,PC fixe sans ecran,Precision tower 7xxx,555
LONDON_MATERIEL_INFO_202605132,PC portable,MacBook air retina,176
LONDON_MATERIEL_INFO_202605133,,"Elite (Tower, SFF, One)",393
LONDON_MATERIEL_INFO_202605134,PC portable,Moyenne 13pouces,250
LONDON_MATERIEL_INFO_202605135,PC fixe sans ecran,Precision tower 5xxx,440
LONDON_MATERIEL_INFO_202605136,Station d'accueil,modèle par défaut,26
LONDON_MATERIEL_INFO_202605137,PC fixe sans ecran,Station de travail (moy),600
LONDON_MATERIEL_INFO_202605138,,Precision tower 7xxx,555
LONDON_MATERIEL_INFO_202605139,PC fixe sans ecran,Optiplex tower,260
LONDON_MATERIEL_INFO_2026051310,PC portable,Precision 7xxx,304
LONDON_MATERIEL_INFO_2026051311,PC portable,ProBook,226
LA_MATERIEL_INFO_202605130,PC fixe sans ecran,Precision tower 3xxx,285
LA_MATERIEL_INFO_202605131,PC fixe tout-en-un,Optiplex All-in-One 3xxx,241
LA_MATERIEL_INFO_202605132,PC fixe sans ecran,EliteDesk DM,230
LA_MATERIEL_INFO_202605133,PC portable,,260
NewYork_MATERIEL_INFO_202605130,Borne wifi,modèle par défaut,10
NewYork_MATERIEL_INFO_202605131,PC fixe sans ecran,Wyse thin client,69
NewYork_MATERIEL_INFO_202605132,PC portable,ProBook,226
Paris_MATERIEL_INFO_202605130,PC portable,EliteBook 6xx,175
Paris_MATERIEL_INFO_202605131,PC portable,MacBook air pre-retina,310
Paris_MATERIEL_INFO_202605132,,MacBook air retina,176
Paris_MATERIEL_INFO_202605133,souris,modèle par défaut,5
Paris_MATERIEL_INFO_202605134,PC portable,MacBook air pre-retina,310
Paris_MATERIEL_INFO_202605135,PC portable,,260
Paris_MATERIEL_INFO_202605136,PC fixe sans ecran,Precision tower 5xxx,440
Paris_MATERIEL_INFO_202605137,Serveur,Serveur de stockage,2500
Paris_MATERIEL_INFO_202605138,,iMac 27pouces retina,450
Paris_MATERIEL_INFO_202605139,PC portable,,260
Paris_MATERIEL_INFO_2026051310,,Latitude 3xxx,220
Paris_MATERIEL_INFO_2026051311,PC portable,,260
Paris_MATERIEL_INFO_2026051312,,Optiplex micro,174
Paris_MATERIEL_INFO_2026051313,Vidéo projecteur,Transportable,94
Shanghai_MATERIEL_INFO_202605130,Serveur,Modèle par défaut,1300
Shanghai_MATERIEL_INFO_202605131,PC portable,OMEN,290
Shanghai_MATERIEL_INFO_202605132,,modèle par défaut,350
Shanghai_MATERIEL_INFO_202605133,PC fixe sans ecran,"Prodesk (Tower, SFF)",322
Shanghai_MATERIEL_INFO_202605134,PC fixe tout-en-un,iMac 27pouces retina,450
Shanghai_MATERIEL_INFO_202605135,Tablette,modèle par défaut,150
Shanghai_MATERIEL_INFO_202605136,,Optiplex All-in-One 7xxx,382
Shanghai_MATERIEL_INFO_202605137,imprimante,Laser à poser (<40kg),430
Shanghai_MATERIEL_INFO_202605138,PC portable,OMEN,290
