ID_MATERIEL,TYPE,MODELE,IMPACT
BERLIN_MATERIEL_INFO_202605060,,modèle par défaut,350
BERLIN_MATERIEL_INFO_202605061,PC portable,Moyenne 17pouces,365
BERLIN_MATERIEL_INFO_202605062,,Pour salle,150
LONDON_MATERIEL_INFO_202605060,,Precision 3xxx,266
LONDON_MATERIEL_INFO_202605061,Borne wifi,modèle par défaut,10
LONDON_MATERIEL_INFO_202605062,Borne wifi,modèle par défaut,10
LONDON_MATERIEL_INFO_202605063,PC fixe sans ecran,"Prodesk (Tower, SFF)",322
LONDON_MATERIEL_INFO_202605064,PC portable,MacBook pro 15/16pouces,330
LA_MATERIEL_INFO_202605060,PC portable,,260
LA_MATERIEL_INFO_202605061,PC portable,Latitude 7xxx,264
LA_MATERIEL_INFO_202605062,,Precision 7xxx,304
LA_MATERIEL_INFO_202605063,Ecran,24pouces-31pouces,430
LA_MATERIEL_INFO_202605064,PC portable,Precision 7xxx,304
LA_MATERIEL_INFO_202605065,,Moyenne 17pouces,365
LA_MATERIEL_INFO_202605066,souris,modèle par défaut,5
LA_MATERIEL_INFO_202605067,Borne wifi,modèle par défaut,10
NewYork_MATERIEL_INFO_202605060,PC portable,,260
NewYork_MATERIEL_INFO_202605061,PC portable,OMEN,290
NewYork_MATERIEL_INFO_202605062,PC fixe sans ecran,,350
NewYork_MATERIEL_INFO_202605063,PC portable,ProBook,226
Paris_MATERIEL_INFO_202605060,PC portable,MacBook air,250
Paris_MATERIEL_INFO_202605061,PC fixe sans ecran,Wyse thin client,69
Paris_MATERIEL_INFO_202605062,PC portable,Moyenne 17pouces,365
Paris_MATERIEL_INFO_202605063,PC portable,Moyenne 17pouces,365
Paris_MATERIEL_INFO_202605064,Borne wifi,modèle par défaut,10
Paris_MATERIEL_INFO_202605065,Borne wifi,modèle par défaut,10
Paris_MATERIEL_INFO_202605066,PC portable,Latitude 7xxx,264
Paris_MATERIEL_INFO_202605067,PC fixe sans ecran,Mac pro,900
Paris_MATERIEL_INFO_202605068,PC portable,OMEN,290
Shanghai_MATERIEL_INFO_202605060,PC fixe sans ecran,OMEN,290
Shanghai_MATERIEL_INFO_202605061,PC fixe tout-en-un,,352
Shanghai_MATERIEL_INFO_202605062,,Precision tower 5xxx,440
Shanghai_MATERIEL_INFO_202605063,PC fixe sans ecran,Precision tower 5xxx,440
Shanghai_MATERIEL_INFO_202605064,Ecran,32pouces et plus,590
Shanghai_MATERIEL_INFO_202605065,,iMac 21pouces,290
Shanghai_MATERIEL_INFO_202605066,Telephone IP,modèle par défaut,17
Shanghai_MATERIEL_INFO_202605067,PC fixe sans ecran,"EliteDesk (Tower, SFF, One)",393
Shanghai_MATERIEL_INFO_202605068,,Precision tower 7xxx,555
Shanghai_MATERIEL_INFO_202605069,,Transportable,94
