ID_PERSONNEL,ID_MATERIEL,ID_SITE,ID_DATE_ACHAT
KeyPers_Berlin_1231102,BERLIN_MATERIEL_INFO_202609300,Berlin,2026-09-30
KeyPers_Berlin_1232784,BERLIN_MATERIEL_INFO_202609301,Berlin,2026-09-30
KeyPers_Berlin_1231773,BERLIN_MATERIEL_INFO_202609302,Berlin,2026-09-30
KeyPers_Berlin_1233883,BERLIN_MATERIEL_INFO_202609303,Berlin,2026-09-30
KeyPers_London_1233569,LONDON_MATERIEL_INFO_202609300,London,2026-09-30
KeyPers_London_1233786,LONDON_MATERIEL_INFO_202609301,London,2026-09-30
KeyPers_London_1231533,LONDON_MATERIEL_INFO_202609302,London,2026-09-30
KeyPers_London_1231200,LONDON_MATERIEL_INFO_202609303,London,2026-09-30
KeyPers_London_1233497,LONDON_MATERIEL_INFO_202609304,London,2026-09-30
KeyPers_London_1231896,LONDON_MATERIEL_INFO_202609305,London,2026-09-30
KeyPers_London_1230340,LONDON_MATERIEL_INFO_202609306,London,2026-09-30
KeyPers_London_1230613,LONDON_MATERIEL_INFO_202609307,London,2026-09-30
KeyPers_London_1234016,LONDON_MATERIEL_INFO_202609308,London,2026-09-30
KeyPers_LA_1232547,LA_MATERIEL_INFO_202609300,LA,2026-09-30
KeyPers_LA_1231708,LA_MATERIEL_INFO_202609301,LA,2026-09-30
KeyPers_LA_1230040,LA_MATERIEL_INFO_202609302,LA,2026-09-30
KeyPers_LA_1233013,LA_MATERIEL_INFO_202609303,LA,2026-09-30
KeyPers_LA_1232794,LA_MATERIEL_INFO_202609304,LA,2026-09-30
KeyPers_LA_1230653,LA_MATERIEL_INFO_202609305,LA,2026-09-30
KeyPers_LA_1231407,LA_MATERIEL_INFO_202609306,LA,2026-09-30
KeyPers_NewYork_1230488,NewYork_MATERIEL_INFO_202609300,NewYork,2026-09-30
KeyPers_NewYork_1230235,NewYork_MATERIEL_INFO_202609301,NewYork,2026-09-30
KeyPers_NewYork_1231666,NewYork_MATERIEL_INFO_202609302,NewYork,2026-09-30
KeyPers_Paris_1230460,Paris_MATERIEL_INFO_202609300,Paris,2026-09-30
KeyPers_Paris_1234099,Paris_MATERIEL_INFO_202609301,Paris,2026-09-30
KeyPers_Shanghai_1230524,Shanghai_MATERIEL_INFO_202609300,Shanghai,2026-09-30
KeyPers_Shanghai_1230538,Shanghai_MATERIEL_INFO_202609301,Shanghai,2026-09-30
KeyPers_Shanghai_1230721,Shanghai_MATERIEL_INFO_202609302,Shanghai,2026-09-30
KeyPers_Shanghai_1230058,Shanghai_MATERIEL_INFO_202609303,Shanghai,2026-09-30
