ID_PERSONNEL,ID_MATERIEL,ID_SITE,ID_DATE_ACHAT
KeyPers_Berlin_1232933,BERLIN_MATERIEL_INFO_202606030,Berlin,2026-06-03
KeyPers_Berlin_1230716,BERLIN_MATERIEL_INFO_202606031,Berlin,2026-06-03
KeyPers_Berlin_1230940,BERLIN_MATERIEL_INFO_202606032,Berlin,2026-06-03
KeyPers_Berlin_1230348,BERLIN_MATERIEL_INFO_202606033,Berlin,2026-06-03
KeyPers_Berlin_1232873,BERLIN_MATERIEL_INFO_202606034,Berlin,2026-06-03
KeyPers_London_1233069,LONDON_MATERIEL_INFO_202606030,London,2026-06-03
KeyPers_London_1232958,LONDON_MATERIEL_INFO_202606031,London,2026-06-03
KeyPers_London_1232017,LONDON_MATERIEL_INFO_202606032,London,2026-06-03
KeyPers_London_1230318,LONDON_MATERIEL_INFO_202606033,London,2026-06-03
KeyPers_London_1230109,LONDON_MATERIEL_INFO_202606034,London,2026-06-03
KeyPers_London_1233366,LONDON_MATERIEL_INFO_202606035,London,2026-06-03
KeyPers_London_1231731,LONDON_MATERIEL_INFO_202606036,London,2026-06-03
KeyPers_London_1230138,LONDON_MATERIEL_INFO_202606037,London,2026-06-03
KeyPers_LA_1232676,LA_MATERIEL_INFO_202606030,LA,2026-06-03
KeyPers_LA_1231343,LA_MATERIEL_INFO_202606031,LA,2026-06-03
KeyPers_LA_1232341,LA_MATERIEL_INFO_202606032,LA,2026-06-03
KeyPers_LA_1231637,LA_MATERIEL_INFO_202606033,LA,2026-06-03
KeyPers_LA_1231983,LA_MATERIEL_INFO_202606034,LA,2026-06-03
KeyPers_LA_1230332,LA_MATERIEL_INFO_202606035,LA,2026-06-03
KeyPers_LA_1230039,LA_MATERIEL_INFO_202606036,LA,2026-06-03
KeyPers_LA_1230527,LA_MATERIEL_INFO_202606037,LA,2026-06-03
KeyPers_LA_1231922,LA_MATERIEL_INFO_202606038,LA,2026-06-03
KeyPers_LA_1231513,LA_MATERIEL_INFO_202606039,LA,2026-06-03
KeyPers_LA_1230892,LA_MATERIEL_INFO_2026060310,LA,2026-06-03
KeyPers_LA_1233000,LA_MATERIEL_INFO_2026060311,LA,2026-06-03
KeyPers_NewYork_1230671,NewYork_MATERIEL_INFO_202606030,NewYork,2026-06-03
KeyPers_NewYork_1230750,NewYork_MATERIEL_INFO_202606031,NewYork,2026-06-03
KeyPers_NewYork_1232210,NewYork_MATERIEL_INFO_202606032,NewYork,2026-06-03
KeyPers_NewYork_1230367,NewYork_MATERIEL_INFO_202606033,NewYork,2026-06-03
KeyPers_NewYork_1232242,NewYork_MATERIEL_INFO_202606034,NewYork,2026-06-03
KeyPers_NewYork_1230834,NewYork_MATERIEL_INFO_202606035,NewYork,2026-06-03
KeyPers_NewYork_1230941,NewYork_MATERIEL_INFO_202606036,NewYork,2026-06-03
KeyPers_NewYork_1231845,NewYork_MATERIEL_INFO_202606037,NewYork,2026-06-03
KeyPers_NewYork_1231702,NewYork_MATERIEL_INFO_202606038,NewYork,2026-06-03
KeyPers_NewYork_1230073,NewYork_MATERIEL_INFO_202606039,NewYork,2026-06-03
KeyPers_NewYork_1231094,NewYork_MATERIEL_INFO_2026060310,NewYork,2026-06-03
KeyPers_NewYork_1230146,NewYork_MATERIEL_INFO_2026060311,NewYork,2026-06-03
KeyPers_NewYork_1230507,NewYork_MATERIEL_INFO_2026060312,NewYork,2026-06-03
KeyPers_Paris_1232505,Paris_MATERIEL_INFO_202606030,Paris,2026-06-03
KeyPers_Paris_1234014,Paris_MATERIEL_INFO_202606031,Paris,2026-06-03
KeyPers_Paris_1234886,Paris_MATERIEL_INFO_202606032,Paris,2026-06-03
KeyPers_Paris_1231617,Paris_MATERIEL_INFO_202606033,Paris,2026-06-03
KeyPers_Paris_1230524,Paris_MATERIEL_INFO_202606034,Paris,2026-06-03
KeyPers_Paris_1230360,Paris_MATERIEL_INFO_202606035,Paris,2026-06-03
KeyPers_Paris_1230679,Paris_MATERIEL_INFO_202606036,Paris,2026-06-03
KeyPers_Paris_1230782,Paris_MATERIEL_INFO_202606037,Paris,2026-06-03
KeyPers_Paris_1232443,Paris_MATERIEL_INFO_202606038,Paris,2026-06-03
KeyPers_Paris_1234970,Paris_MATERIEL_INFO_202606039,Paris,2026-06-03
KeyPers_Paris_1231873,Paris_MATERIEL_INFO_2026060310,Paris,2026-06-03
KeyPers_Shanghai_1230694,Shanghai_MATERIEL_INFO_202606030,Shanghai,2026-06-03
KeyPers_Shanghai_1230543,Shanghai_MATERIEL_INFO_202606031,Shanghai,2026-06-03
KeyPers_Shanghai_1230081,Shanghai_MATERIEL_INFO_202606032,Shanghai,2026-06-03
KeyPers_Shanghai_1230799,Shanghai_MATERIEL_INFO_202606033,Shanghai,2026-06-03
KeyPers_Shanghai_1230408,Shanghai_MATERIEL_INFO_202606034,Shanghai,2026-06-03
KeyPers_Shanghai_1230316,Shanghai_MATERIEL_INFO_202606035,Shanghai,2026-06-03
KeyPers_Shanghai_1230375,Shanghai_MATERIEL_INFO_202606036,Shanghai,2026-06-03
