ID_MATERIEL,TYPE,MODELE,IMPACT
BERLIN_MATERIEL_INFO_202609190,Tablette,modèle par défaut,150
BERLIN_MATERIEL_INFO_202609191,PC fixe sans ecran,Precision tower 5xxx,440
LONDON_MATERIEL_INFO_202609190,PC portable,,260
LONDON_MATERIEL_INFO_202609191,,modèle par défaut,350
LONDON_MATERIEL_INFO_202609192,PC portable,MacBook pro 15/16pouces,330
LA_MATERIEL_INFO_202609190,Serveur,Serveur de stockage,2500
LA_MATERIEL_INFO_202609191,Serveur,Modèle par défaut,1300
LA_MATERIEL_INFO_202609192,imprimante,Laser A3 (40-99kg),960
LA_MATERIEL_INFO_202609193,Vidéo projecteur,Pour salle,150
NewYork_MATERIEL_INFO_202609190,PC portable,MacBook pro 13pouces,256
NewYork_MATERIEL_INFO_202609191,PC fixe sans ecran,ZHAN,264
NewYork_MATERIEL_INFO_202609192,Disque dur,modèle par défaut,10
NewYork_MATERIEL_INFO_202609193,,modèle par défaut,350
NewYork_MATERIEL_INFO_202609194,PC portable,Moyenne 14/15pouces,294
NewYork_MATERIEL_INFO_202609195,Ecran,24pouces-31pouces,430
Paris_MATERIEL_INFO_202609190,,modèle par défaut,350
Paris_MATERIEL_INFO_202609191,Ecran,jusqu'à 23pouces,350
Paris_MATERIEL_INFO_202609192,,MacBook air,250
Paris_MATERIEL_INFO_202609193,PC fixe tout-en-un,iMac 21pouces,290
Shanghai_MATERIEL_INFO_202609190,PC fixe sans ecran,Elite mini,137
Shanghai_MATERIEL_INFO_202609191,,modèle par défaut,350
Shanghai_MATERIEL_INFO_202609192,PC fixe sans ecran,Z,409
Shanghai_MATERIEL_INFO_202609193,PC portable,MacBook air pre-retina,310
Shanghai_MATERIEL_INFO_202609194,,modèle par défaut,350
Shanghai_MATERIEL_INFO_202609195,PC fixe sans ecran,Mac mini,270
Shanghai_MATERIEL_INFO_202609196,Tablette,modèle par défaut,150
Shanghai_MATERIEL_INFO_202609197,PC portable,ZBook,303
Shanghai_MATERIEL_INFO_202609198,PC fixe sans ecran,Station de travail (moy),600
Shanghai_MATERIEL_INFO_202609199,PC portable,EliteBook 6xx,175
Shanghai_MATERIEL_INFO_2026091910,,MacBook air pre-retina,310
