ID_PERSONNEL,ID_MATERIEL,ID_SITE,ID_DATE_ACHAT
KeyPers_Berlin_1234165,BERLIN_MATERIEL_INFO_202606260,Berlin,2026-06-26
KeyPers_Berlin_1232673,BERLIN_MATERIEL_INFO_202606261,Berlin,2026-06-26
KeyPers_Berlin_1231429,BERLIN_MATERIEL_INFO_202606262,Berlin,2026-06-26
KeyPers_Berlin_1232132,BERLIN_MATERIEL_INFO_202606263,Berlin,2026-06-26
KeyPers_Berlin_1232750,BERLIN_MATERIEL_INFO_202606264,Berlin,2026-06-26
KeyPers_London_1234183,LONDON_MATERIEL_INFO_202606260,London,2026-06-26
KeyPers_London_1230743,LONDON_MATERIEL_INFO_202606261,London,2026-06-26
KeyPers_London_1230619,LONDON_MATERIEL_INFO_202606262,London,2026-06-26
KeyPers_London_1232102,LONDON_MATERIEL_INFO_202606263,London,2026-06-26
KeyPers_London_1232440,LONDON_MATERIEL_INFO_202606264,London,2026-06-26
KeyPers_London_1231649,LONDON_MATERIEL_INFO_202606265,London,2026-06-26
KeyPers_London_1232157,LONDON_MATERIEL_INFO_202606266,London,2026-06-26
KeyPers_London_1233817,LONDON_MATERIEL_INFO_202606267,London,2026-06-26
KeyPers_London_1232002,LONDON_MATERIEL_INFO_202606268,London,2026-06-26
KeyPers_London_1230662,LONDON_MATERIEL_INFO_202606269,London,2026-06-26
KeyPers_London_1230131,LONDON_MATERIEL_INFO_2026062610,London,2026-06-26
KeyPers_London_1234096,LONDON_MATERIEL_INFO_2026062611,London,2026-06-26
KeyPers_LA_1232787,LA_MATERIEL_INFO_202606260,LA,2026-06-26
KeyPers_NewYork_1230171,NewYork_MATERIEL_INFO_202606260,NewYork,2026-06-26
KeyPers_Paris_1234459,Paris_MATERIEL_INFO_202606260,Paris,2026-06-26
KeyPers_Paris_1231538,Paris_MATERIEL_INFO_202606261,Paris,2026-06-26
KeyPers_Paris_1232958,Paris_MATERIEL_INFO_202606262,Paris,2026-06-26
KeyPers_Paris_1233070,Paris_MATERIEL_INFO_202606263,Paris,2026-06-26
KeyPers_Shanghai_1230115,Shanghai_MATERIEL_INFO_202606260,Shanghai,2026-06-26
KeyPers_Shanghai_1230013,Shanghai_MATERIEL_INFO_202606261,Shanghai,2026-06-26
KeyPers_Shanghai_1230832,Shanghai_MATERIEL_INFO_202606262,Shanghai,2026-06-26
KeyPers_Shanghai_1230955,Shanghai_MATERIEL_INFO_202606263,Shanghai,2026-06-26
KeyPers_Shanghai_1230692,Shanghai_MATERIEL_INFO_202606264,Shanghai,2026-06-26
KeyPers_Shanghai_1230213,Shanghai_MATERIEL_INFO_202606265,Shanghai,2026-06-26
KeyPers_Shanghai_1230616,Shanghai_MATERIEL_INFO_202606266,Shanghai,2026-06-26
KeyPers_Shanghai_1230908,Shanghai_MATERIEL_INFO_202606267,Shanghai,2026-06-26
KeyPers_Shanghai_1230606,Shanghai_MATERIEL_INFO_202606268,Shanghai,2026-06-26
KeyPers_Shanghai_1230549,Shanghai_MATERIEL_INFO_202606269,Shanghai,2026-06-26
KeyPers_Shanghai_1230540,Shanghai_MATERIEL_INFO_2026062610,Shanghai,2026-06-26
KeyPers_Shanghai_1230512,Shanghai_MATERIEL_INFO_2026062611,Shanghai,2026-06-26
