ID_MATERIEL,TYPE,MODELE,IMPACT
BERLIN_MATERIEL_INFO_202607200,PC fixe sans ecran,Precision tower 5xxx,440
BERLIN_MATERIEL_INFO_202607201,,Precision 5xxx,280
BERLIN_MATERIEL_INFO_202607202,,Rasberry pi 4,15
BERLIN_MATERIEL_INFO_202607203,Tablette,modèle par défaut,150
BERLIN_MATERIEL_INFO_202607204,souris,modèle par défaut,5
LONDON_MATERIEL_INFO_202607200,PC fixe sans ecran,ProDesk mini/DM,100
LONDON_MATERIEL_INFO_202607201,,Moyenne 17pouces,365
LONDON_MATERIEL_INFO_202607202,PC portable,MacBook air retina,176
LONDON_MATERIEL_INFO_202607203,PC fixe sans ecran,,350
LONDON_MATERIEL_INFO_202607204,PC portable,EliteBook 10xx,223
LA_MATERIEL_INFO_202607200,PC fixe tout-en-un,Optiplex All-in-One 5xxx,318
LA_MATERIEL_INFO_202607201,PC fixe sans ecran,,350
LA_MATERIEL_INFO_202607202,PC portable,Precision 3xxx,266
LA_MATERIEL_INFO_202607203,,Moyenne 17pouces,365
LA_MATERIEL_INFO_202607204,Ecran,24pouces-31pouces,430
LA_MATERIEL_INFO_202607205,PC fixe tout-en-un,Optiplex All-in-One 5xxx,318
LA_MATERIEL_INFO_202607206,PC fixe sans ecran,Elite mini,137
NewYork_MATERIEL_INFO_202607200,imprimante,Laser A3 (40-99kg),960
NewYork_MATERIEL_INFO_202607201,PC portable,MacBook air,250
NewYork_MATERIEL_INFO_202607202,PC portable,MacBook air pre-retina,310
Paris_MATERIEL_INFO_202607200,PC fixe sans ecran,"Prodesk (Tower, SFF)",322
Paris_MATERIEL_INFO_202607201,,modèle par défaut,350
Paris_MATERIEL_INFO_202607202,PC portable,ZBook,303
Paris_MATERIEL_INFO_202607203,PC portable,Moyenne 17pouces,365
Paris_MATERIEL_INFO_202607204,PC fixe sans ecran,Precision tower 7xxx,555
Paris_MATERIEL_INFO_202607205,PC fixe tout-en-un,Optiplex All-in-One 7xxx,382
Paris_MATERIEL_INFO_202607206,Ecran,32pouces et plus,590
Paris_MATERIEL_INFO_202607207,,modèle par défaut,350
Paris_MATERIEL_INFO_202607208,PC portable,Moyenne 14/15pouces,294
Paris_MATERIEL_INFO_202607209,,iMac pro,700
Paris_MATERIEL_INFO_2026072010,Ecran,24pouces-31pouces,430
Paris_MATERIEL_INFO_2026072011,PC fixe sans ecran,EliteDesk DM,230
Shanghai_MATERIEL_INFO_202607200,PC fixe tout-en-un,Optiplex All-in-One 5xxx,318
Shanghai_MATERIEL_INFO_202607201,Ecran,jusqu'à 23pouces,350
Shanghai_MATERIEL_INFO_202607202,PC fixe tout-en-un,Mac pro,900
Shanghai_MATERIEL_INFO_202607203,PC portable,MacBook air pre-retina,310
Shanghai_MATERIEL_INFO_202607204,Vidéo projecteur,modèle par défaut,94
