ID_PERSONNEL,ID_MATERIEL,ID_SITE,ID_DATE_ACHAT
KeyPers_Berlin_1231147,BERLIN_MATERIEL_INFO_202610230,Berlin,2026-10-23
KeyPers_Berlin_1231882,BERLIN_MATERIEL_INFO_202610231,Berlin,2026-10-23
KeyPers_Berlin_1231246,BERLIN_MATERIEL_INFO_202610232,Berlin,2026-10-23
KeyPers_Berlin_1230641,BERLIN_MATERIEL_INFO_202610233,Berlin,2026-10-23
KeyPers_Berlin_1232638,BERLIN_MATERIEL_INFO_202610234,Berlin,2026-10-23
KeyPers_London_1233702,LONDON_MATERIEL_INFO_202610230,London,2026-10-23
KeyPers_London_1230357,LONDON_MATERIEL_INFO_202610231,London,2026-10-23
KeyPers_London_1232235,LONDON_MATERIEL_INFO_202610232,London,2026-10-23
KeyPers_London_1233570,LONDON_MATERIEL_INFO_202610233,London,2026-10-23
KeyPers_London_1233851,LONDON_MATERIEL_INFO_202610234,London,2026-10-23
KeyPers_London_1232414,LONDON_MATERIEL_INFO_202610235,London,2026-10-23
KeyPers_London_1230252,LONDON_MATERIEL_INFO_202610236,London,2026-10-23
KeyPers_LA_1230021,LA_MATERIEL_INFO_202610230,LA,2026-10-23
KeyPers_LA_1231291,LA_MATERIEL_INFO_202610231,LA,2026-10-23
KeyPers_LA_1230538,LA_MATERIEL_INFO_202610232,LA,2026-10-23
KeyPers_LA_1231553,LA_MATERIEL_INFO_202610233,LA,2026-10-23
KeyPers_LA_1230692,LA_MATERIEL_INFO_202610234,LA,2026-10-23
KeyPers_LA_1230170,LA_MATERIEL_INFO_202610235,LA,2026-10-23
KeyPers_LA_1231911,LA_MATERIEL_INFO_202610236,LA,2026-10-23
KeyPers_LA_1232860,LA_MATERIEL_INFO_202610237,LA,2026-10-23
KeyPers_NewYork_1232575,NewYork_MATERIEL_INFO_202610230,NewYork,2026-10-23
KeyPers_NewYork_1231216,NewYork_MATERIEL_INFO_202610231,NewYork,2026-10-23
KeyPers_NewYork_1232921,NewYork_MATERIEL_INFO_202610232,NewYork,2026-10-23
KeyPers_NewYork_1232609,NewYork_MATERIEL_INFO_202610233,NewYork,2026-10-23
KeyPers_NewYork_1230377,NewYork_MATERIEL_INFO_202610234,NewYork,2026-10-23
KeyPers_Paris_1234824,Paris_MATERIEL_INFO_202610230,Paris,2026-10-23
KeyPers_Paris_1232017,Paris_MATERIEL_INFO_202610231,Paris,2026-10-23
KeyPers_Paris_1234295,Paris_MATERIEL_INFO_202610232,Paris,2026-10-23
KeyPers_Paris_1234807,Paris_MATERIEL_INFO_202610233,Paris,2026-10-23
KeyPers_Paris_1232140,Paris_MATERIEL_INFO_202610234,Paris,2026-10-23
KeyPers_Paris_1231696,Paris_MATERIEL_INFO_202610235,Paris,2026-10-23
KeyPers_Paris_1234891,Paris_MATERIEL_INFO_202610236,Paris,2026-10-23
KeyPers_Paris_1233816,Paris_MATERIEL_INFO_202610237,Paris,2026-10-23
KeyPers_Paris_1234911,Paris_MATERIEL_INFO_202610238,Paris,2026-10-23
KeyPers_Paris_1232786,Paris_MATERIEL_INFO_202610239,Paris,2026-10-23
KeyPers_Paris_1233386,Paris_MATERIEL_INFO_2026102310,Paris,2026-10-23
KeyPers_Shanghai_1230093,Shanghai_MATERIEL_INFO_202610230,Shanghai,2026-10-23
KeyPers_Shanghai_1230459,Shanghai_MATERIEL_INFO_202610231,Shanghai,2026-10-23
KeyPers_Shanghai_1230930,Shanghai_MATERIEL_INFO_202610232,Shanghai,2026-10-23
KeyPers_Shanghai_1230088,Shanghai_MATERIEL_INFO_202610233,Shanghai,2026-10-23
KeyPers_Shanghai_1230052,Shanghai_MATERIEL_INFO_202610234,Shanghai,2026-10-23
KeyPers_Shanghai_1230796,Shanghai_MATERIEL_INFO_202610235,Shanghai,2026-10-23
KeyPers_Shanghai_1230062,Shanghai_MATERIEL_INFO_202610236,Shanghai,2026-10-23
KeyPers_Shanghai_1230361,Shanghai_MATERIEL_INFO_202610237,Shanghai,2026-10-23
KeyPers_Shanghai_1230197,Shanghai_MATERIEL_INFO_202610238,Shanghai,2026-10-23
KeyPers_Shanghai_1230699,Shanghai_MATERIEL_INFO_202610239,Shanghai,2026-10-23
