ID_MATERIEL,TYPE,MODELE,IMPACT
BERLIN_MATERIEL_INFO_202606050,PC fixe tout-en-un,Mac pro,900
BERLIN_MATERIEL_INFO_202606051,,iMac 21pouces retina,300
BERLIN_MATERIEL_INFO_202606052,PC portable,EliteBook 10xx,223
BERLIN_MATERIEL_INFO_202606053,PC portable,,260
LONDON_MATERIEL_INFO_202606050,PC portable,MacBook air,250
LONDON_MATERIEL_INFO_202606051,imprimante,Laser A3 (40-99kg),960
LONDON_MATERIEL_INFO_202606052,imprimante,modèle par défaut,500
LONDON_MATERIEL_INFO_202606053,PC portable,Latitude 5xxx,300
LONDON_MATERIEL_INFO_202606054,PC fixe sans ecran,Elite mini,137
LONDON_MATERIEL_INFO_202606055,clavier,modèle par défaut,24
LA_MATERIEL_INFO_202606050,PC portable,Precision 3xxx,266
LA_MATERIEL_INFO_202606051,Station d'accueil,modèle par défaut,26
LA_MATERIEL_INFO_202606052,PC portable,MacBook air retina,176
LA_MATERIEL_INFO_202606053,Telephone IP,modèle par défaut,17
LA_MATERIEL_INFO_202606054,PC fixe sans ecran,Optiplex small,240
LA_MATERIEL_INFO_202606055,,Pour amphi,200
LA_MATERIEL_INFO_202606056,PC portable,MacBook air retina,176
LA_MATERIEL_INFO_202606057,PC portable,,260
LA_MATERIEL_INFO_202606058,imprimante,modèle par défaut,500
LA_MATERIEL_INFO_202606059,PC fixe sans ecran,Precision tower 5xxx,440
LA_MATERIEL_INFO_2026060510,imprimante,,500
LA_MATERIEL_INFO_2026060511,PC portable,Latitude 3xxx,220
NewYork_MATERIEL_INFO_202606050,,modèle par défaut,350
NewYork_MATERIEL_INFO_202606051,PC fixe sans ecran,Precision tower 3xxx,285
NewYork_MATERIEL_INFO_202606052,,Precision tower 5xxx,440
NewYork_MATERIEL_INFO_202606053,Vidéo projecteur,modèle par défaut,94
Paris_MATERIEL_INFO_202606050,PC fixe sans ecran,modèle par défaut,350
Paris_MATERIEL_INFO_202606051,,Moyenne 17pouces,365
Shanghai_MATERIEL_INFO_202606050,imprimante,Laser A3 (>100kg),1800
Shanghai_MATERIEL_INFO_202606051,,"Elite (Tower, SFF, One)",393
