ID_MATERIEL,TYPE,MODELE,IMPACT
BERLIN_MATERIEL_INFO_202607060,PC fixe sans ecran,Rasberry pi 4,15
LONDON_MATERIEL_INFO_202607060,,Pour salle,150
LONDON_MATERIEL_INFO_202607061,PC fixe tout-en-un,iMac 27pouces retina,450
LONDON_MATERIEL_INFO_202607062,PC portable,EliteBook 8xx,290
LONDON_MATERIEL_INFO_202607063,PC fixe tout-en-un,Optiplex All-in-One 3xxx,241
LONDON_MATERIEL_INFO_202607064,PC portable,Precision 7xxx,304
LONDON_MATERIEL_INFO_202607065,imprimante,Laser A3 (>100kg),1800
LONDON_MATERIEL_INFO_202607066,PC fixe sans ecran,Optiplex micro,174
LONDON_MATERIEL_INFO_202607067,Ecran,24pouces-31pouces,430
LONDON_MATERIEL_INFO_202607068,PC fixe tout-en-un,iMac pro,700
LONDON_MATERIEL_INFO_202607069,PC portable,,260
LONDON_MATERIEL_INFO_2026070610,PC fixe tout-en-un,Optiplex All-in-One 5xxx,318
LA_MATERIEL_INFO_202607060,PC fixe sans ecran,EliteDesk DM,230
LA_MATERIEL_INFO_202607061,PC portable,Moyenne 17pouces,365
LA_MATERIEL_INFO_202607062,Vidéo projecteur,Transportable,94
LA_MATERIEL_INFO_202607063,Ecran,modèle par défaut,430
LA_MATERIEL_INFO_202607064,PC fixe tout-en-un,iMac pro,700
LA_MATERIEL_INFO_202607065,Serveur,,1300
LA_MATERIEL_INFO_202607066,PC fixe sans ecran,Z,409
LA_MATERIEL_INFO_202607067,Telephone IP,modèle par défaut,17
LA_MATERIEL_INFO_202607068,PC portable,MacBook air retina,176
LA_MATERIEL_INFO_202607069,PC fixe sans ecran,Mac mini,270
LA_MATERIEL_INFO_2026070610,imprimante,Laser A3 (40-99kg),960
LA_MATERIEL_INFO_2026070611,,MacBook air retina,176
NewYork_MATERIEL_INFO_202607060,,Precision tower 3xxx,285
NewYork_MATERIEL_INFO_202607061,PC fixe sans ecran,ZHAN,264
NewYork_MATERIEL_INFO_202607062,PC portable,OMEN,290
NewYork_MATERIEL_INFO_202607063,,Precision 5xxx,280
Paris_MATERIEL_INFO_202607060,PC portable,MacBook air pre-retina,310
Paris_MATERIEL_INFO_202607061,PC portable,OMEN,290
Paris_MATERIEL_INFO_202607062,PC portable,modèle par défaut,260
Paris_MATERIEL_INFO_202607063,,ProBook,226
Paris_MATERIEL_INFO_202607064,PC fixe tout-en-un,Mac pro,900
Paris_MATERIEL_INFO_202607065,PC portable,ProBook,226
Paris_MATERIEL_INFO_202607066,,Pour amphi,200
Paris_MATERIEL_INFO_202607067,PC portable,MacBook pro 15/16pouces,330
Shanghai_MATERIEL_INFO_202607060,PC fixe sans ecran,Station de travail (moy),600
Shanghai_MATERIEL_INFO_202607061,PC fixe tout-en-un,iMac 27pouces retina,450
Shanghai_MATERIEL_INFO_202607062,PC fixe sans ecran,Station de travail (moy),600
Shanghai_MATERIEL_INFO_202607063,,Mac mini,270
Shanghai_MATERIEL_INFO_202607064,,Optiplex All-in-One 5xxx,318
Shanghai_MATERIEL_INFO_202607065,PC fixe sans ecran,,350
Shanghai_MATERIEL_INFO_202607066,PC fixe sans ecran,OMEN,290
Shanghai_MATERIEL_INFO_202607067,PC portable,ZBook Studio,379
Shanghai_MATERIEL_INFO_202607068,PC fixe tout-en-un,Optiplex All-in-One 5xxx,318
Shanghai_MATERIEL_INFO_202607069,Smartphone,modèle par défaut,63
Shanghai_MATERIEL_INFO_2026070610,PC portable,OMEN,290
Shanghai_MATERIEL_INFO_2026070611,PC portable,Latitude 3xxx,220
