ID_MISSION,TYPE_MISSION,VILLE_DEPART,PAYS_DEPART,VILLE_DESTINATION,PAYS_DESTINATION,TRANSPORT,ALLER_RETOUR,DISTANCE_KM,CO2EQ,IMPACT
BERLIN_202607060,Développement,Berlin,Allemagne,Montreal,Canada,Avion,oui,6015.86,0.152,1828.8214
BERLIN_202607061,Réunion,New-York,USA,Melbourne,Australia,Avion,oui,16672.0,0.152,5068.288
BERLIN_202607062,Conférence,Berlin,Allemagne,Melbourne,Australia,Avion,oui,15966.2,0.152,4853.7248
BERLIN_202607063,Conférence,Berlin,Allemagne,Tokyo,Japan,Avion,oui,8943.47,0.152,2718.8149
BERLIN_202607064,Formation,Berlin,Allemagne,Berlin,Allemagne,Transports en commun,oui,8.0,0.11065,1.7704
BERLIN_202607065,Conférence,Berlin,Allemagne,Lille,France,Avion,oui,745.42,0.2586,385.5312
BERLIN_202607066,Formation,Berlin,Allemagne,Helsinki,Finlande,Avion,oui,1108.32,0.1875,415.62
LONDON_202607060,Réunion,London,England,Rio de Janeiro,Brazil,Avion,oui,9254.24,0.152,2813.289
LONDON_202607061,Réunion,London,England,Stockholm,Suède,Avion,oui,1436.38,0.1875,538.6425
LONDON_202607062,Développement,London,England,Auckland,New Zealand,Avion,oui,18327.05,0.152,5571.4232
LONDON_202607063,Formation,London,England,Tunis,Tunisie,Avion,oui,2107.65,0.1875,790.3688
LONDON_202607064,Rencontre entreprises,London,England,Helsinki,Finlande,Avion,oui,1826.16,0.1875,684.81
LONDON_202607065,Rencontre entreprises,London,England,Tunis,Tunisie,Avion,oui,2107.65,0.1875,790.3688
LONDON_202607066,Rencontre entreprises,London,England,Stockholm,Suède,Avion,non,1436.38,0.1875,269.3212
LONDON_202607067,Conférence,London,England,Los Angeles,USA,Avion,oui,8776.45,0.152,2668.0408
LONDON_202607068,Conférence,Shanghai,China,Marseille,France,Avion,non,9506.13,0.152,1444.9318
LONDON_202607069,Développement,London,England,London,England,Transports en commun,non,8.0,0.11065,0.8852
LONDON_2026070610,Formation,London,England,Tunis,Tunisie,Avion,oui,2107.65,0.1875,790.3688
LONDON_2026070611,Formation,London,England,Rio de Janeiro,Brazil,Avion,non,9254.24,0.152,1406.6445
LONDON_2026070612,Formation,New-York,USA,Rabat,Maroc,Avion,oui,5851.09,0.152,1778.7314
LONDON_2026070613,Formation,London,England,Osaka,Japan,Avion,oui,9522.37,0.152,2894.8005
LONDON_2026070614,Développement,London,England,Mexico,Mexico,Avion,oui,8761.47,0.152,2663.4869
LONDON_2026070615,Réunion,London,England,Lille,France,Avion,oui,243.73,0.2586,126.0572
LONDON_2026070616,Développement,London,England,Mexico,Mexico,Avion,oui,8761.47,0.152,2663.4869
LONDON_2026070617,Rencontre entreprises,London,England,London,England,Transports en commun,oui,8.0,0.11065,1.7704
LONDON_2026070618,Conférence,London,England,Bordeaux,France,Avion,oui,742.0,0.2586,383.7624
