ID_PERSONNEL,ID_MATERIEL,ID_SITE,ID_DATE_ACHAT
KeyPers_Berlin_1231612,BERLIN_MATERIEL_INFO_202608200,Berlin,2026-08-20 09:35:40
KeyPers_Berlin_1230494,BERLIN_MATERIEL_INFO_202608201,Berlin,2026-08-20 09:07:25
KeyPers_Berlin_1232187,BERLIN_MATERIEL_INFO_202608202,Berlin,2026-08-20 12:08:56
KeyPers_London_1232773,LONDON_MATERIEL_INFO_202608200,London,2026-08-20 13:16:49
KeyPers_London_1234059,LONDON_MATERIEL_INFO_202608201,London,2026-08-20 16:54:26
KeyPers_London_1230121,LONDON_MATERIEL_INFO_202608202,London,2026-08-20 16:04:39
KeyPers_London_1232750,LONDON_MATERIEL_INFO_202608203,London,2026-08-20 08:32:12
KeyPers_London_1231313,LONDON_MATERIEL_INFO_202608204,London,2026-08-20 12:04:20
KeyPers_London_1233674,LONDON_MATERIEL_INFO_202608205,London,2026-08-20 09:45:10
KeyPers_London_1230539,LONDON_MATERIEL_INFO_202608206,London,2026-08-20 11:07:40
KeyPers_London_1234009,LONDON_MATERIEL_INFO_202608207,London,2026-08-20 15:26:41
KeyPers_London_1232563,LONDON_MATERIEL_INFO_202608208,London,2026-08-20 11:06:24
KeyPers_London_1233830,LONDON_MATERIEL_INFO_202608209,London,2026-08-20 08:09:58
KeyPers_London_1232628,LONDON_MATERIEL_INFO_2026082010,London,2026-08-20 14:30:34
KeyPers_London_1230502,LONDON_MATERIEL_INFO_2026082011,London,2026-08-20 14:52:34
KeyPers_LA_1232980,LA_MATERIEL_INFO_202608200,LA,2026-08-20 08:32:07
KeyPers_LA_1231832,LA_MATERIEL_INFO_202608201,LA,2026-08-20 11:26:44
KeyPers_LA_1231953,LA_MATERIEL_INFO_202608202,LA,2026-08-20 15:19:47
KeyPers_LA_1230126,LA_MATERIEL_INFO_202608203,LA,2026-08-20 10:24:37
KeyPers_LA_1232466,LA_MATERIEL_INFO_202608204,LA,2026-08-20 10:59:56
KeyPers_LA_1231602,LA_MATERIEL_INFO_202608205,LA,2026-08-20 10:40:11
KeyPers_LA_1230524,LA_MATERIEL_INFO_202608206,LA,2026-08-20 14:48:55
KeyPers_LA_1231851,LA_MATERIEL_INFO_202608207,LA,2026-08-20 14:21:18
KeyPers_LA_1230830,LA_MATERIEL_INFO_202608208,LA,2026-08-20 15:39:40
KeyPers_LA_1231866,LA_MATERIEL_INFO_202608209,LA,2026-08-20 09:17:51
KeyPers_LA_1231603,LA_MATERIEL_INFO_2026082010,LA,2026-08-20 14:16:41
KeyPers_NewYork_1230000,NewYork_MATERIEL_INFO_202608200,NewYork,2026-08-20 09:27:34
KeyPers_NewYork_1230377,NewYork_MATERIEL_INFO_202608201,NewYork,2026-08-20 11:22:05
KeyPers_NewYork_1231685,NewYork_MATERIEL_INFO_202608202,NewYork,2026-08-20 10:44:28
KeyPers_NewYork_1230153,NewYork_MATERIEL_INFO_202608203,NewYork,2026-08-20 15:31:03
KeyPers_NewYork_1232280,NewYork_MATERIEL_INFO_202608204,NewYork,2026-08-20 10:30:59
KeyPers_NewYork_1231350,NewYork_MATERIEL_INFO_202608205,NewYork,2026-08-20 08:38:17
KeyPers_NewYork_1232023,NewYork_MATERIEL_INFO_202608206,NewYork,2026-08-20 10:14:38
KeyPers_NewYork_1230189,NewYork_MATERIEL_INFO_202608207,NewYork,2026-08-20 10:33:51
KeyPers_NewYork_1232564,NewYork_MATERIEL_INFO_202608208,NewYork,2026-08-20 09:58:07
KeyPers_NewYork_1232847,NewYork_MATERIEL_INFO_202608209,NewYork,2026-08-20 16:06:22
KeyPers_NewYork_1230899,NewYork_MATERIEL_INFO_2026082010,NewYork,2026-08-20 10:37:20
KeyPers_Paris_1230098,Paris_MATERIEL_INFO_202608200,Paris,2026-08-20 10:22:56
KeyPers_Paris_1232524,Paris_MATERIEL_INFO_202608201,Paris,2026-08-20 10:01:19
KeyPers_Paris_1233716,Paris_MATERIEL_INFO_202608202,Paris,2026-08-20 16:07:52
KeyPers_Shanghai_1230027,Shanghai_MATERIEL_INFO_202608200,Shanghai,2026-08-20 14:20:19
KeyPers_Shanghai_1230855,Shanghai_MATERIEL_INFO_202608201,Shanghai,2026-08-20 08:39:42
KeyPers_Shanghai_1230384,Shanghai_MATERIEL_INFO_202608202,Shanghai,2026-08-20 10:34:40
KeyPers_Shanghai_1230720,Shanghai_MATERIEL_INFO_202608203,Shanghai,2026-08-20 15:55:07
KeyPers_Shanghai_1230381,Shanghai_MATERIEL_INFO_202608204,Shanghai,2026-08-20 15:30:56
KeyPers_Shanghai_1230105,Shanghai_MATERIEL_INFO_202608205,Shanghai,2026-08-20 15:15:20
KeyPers_Shanghai_1230503,Shanghai_MATERIEL_INFO_202608206,Shanghai,2026-08-20 15:29:09
KeyPers_Shanghai_1230383,Shanghai_MATERIEL_INFO_202608207,Shanghai,2026-08-20 13:16:59
KeyPers_Shanghai_1230917,Shanghai_MATERIEL_INFO_202608208,Shanghai,2026-08-20 12:26:14
KeyPers_Shanghai_1230470,Shanghai_MATERIEL_INFO_202608209,Shanghai,2026-08-20 12:57:41
KeyPers_Shanghai_1230197,Shanghai_MATERIEL_INFO_2026082010,Shanghai,2026-08-20 16:44:52
KeyPers_Shanghai_1230663,Shanghai_MATERIEL_INFO_2026082011,Shanghai,2026-08-20 12:15:24
KeyPers_Shanghai_1230516,Shanghai_MATERIEL_INFO_2026082012,Shanghai,2026-08-20 11:46:56
