ID_MATERIEL,TYPE,MODELE,IMPACT
BERLIN_MATERIEL_INFO_202606120,imprimante,Laser à poser (<40kg),430
LONDON_MATERIEL_INFO_202606120,PC portable,EliteBook 6xx,175
LONDON_MATERIEL_INFO_202606121,PC fixe tout-en-un,,352
LONDON_MATERIEL_INFO_202606122,PC portable,EliteBook 6xx,175
LA_MATERIEL_INFO_202606120,PC fixe sans ecran,"Elite (Tower, SFF, One)",393
LA_MATERIEL_INFO_202606121,imprimante,Laser A3 (>100kg),1800
LA_MATERIEL_INFO_202606122,imprimante,Laser à poser (<40kg),430
LA_MATERIEL_INFO_202606123,PC fixe sans ecran,OMEN,290
LA_MATERIEL_INFO_202606124,PC fixe tout-en-un,modèle par défaut,352
LA_MATERIEL_INFO_202606125,PC fixe tout-en-un,iMac pro,700
LA_MATERIEL_INFO_202606126,Serveur,Noeud de calcul,1300
LA_MATERIEL_INFO_202606127,Vidéo projecteur,Transportable,94
LA_MATERIEL_INFO_202606128,PC fixe sans ecran,Z,409
LA_MATERIEL_INFO_202606129,PC portable,EliteBook 10xx,223
LA_MATERIEL_INFO_2026061210,,24pouces-31pouces,430
LA_MATERIEL_INFO_2026061211,Serveur,Modèle par défaut,1300
NewYork_MATERIEL_INFO_202606120,PC fixe sans ecran,Rasberry pi 4,15
NewYork_MATERIEL_INFO_202606121,PC portable,OMEN,290
NewYork_MATERIEL_INFO_202606122,,Optiplex All-in-One 5xxx,318
NewYork_MATERIEL_INFO_202606123,Vidéo projecteur,Pour salle,150
NewYork_MATERIEL_INFO_202606124,Vidéo projecteur,Pour amphi,200
NewYork_MATERIEL_INFO_202606125,imprimante,modèle par défaut,500
NewYork_MATERIEL_INFO_202606126,PC fixe sans ecran,PC Fixe (moy),300
NewYork_MATERIEL_INFO_202606127,PC fixe tout-en-un,Optiplex All-in-One 5xxx,318
Paris_MATERIEL_INFO_202606120,PC fixe sans ecran,Optiplex small,240
Paris_MATERIEL_INFO_202606121,PC portable,Precision 5xxx,280
Paris_MATERIEL_INFO_202606122,PC fixe tout-en-un,Mac pro,900
Paris_MATERIEL_INFO_202606123,,Precision 5xxx,280
Paris_MATERIEL_INFO_202606124,PC portable,MacBook air,250
Shanghai_MATERIEL_INFO_202606120,Telephone IP,modèle par défaut,17
Shanghai_MATERIEL_INFO_202606121,PC fixe sans ecran,Mac pro,900
Shanghai_MATERIEL_INFO_202606122,PC fixe sans ecran,Mac pro,900
Shanghai_MATERIEL_INFO_202606123,imprimante,Laser à poser (<40kg),430
Shanghai_MATERIEL_INFO_202606124,Vidéo projecteur,Pour salle,150
Shanghai_MATERIEL_INFO_202606125,PC fixe sans ecran,Wyse thin client,69
Shanghai_MATERIEL_INFO_202606126,PC fixe sans ecran,ProDesk mini/DM,100
Shanghai_MATERIEL_INFO_202606127,Smartphone,modèle par défaut,63
Shanghai_MATERIEL_INFO_202606128,PC portable,EliteBook 6xx,175
Shanghai_MATERIEL_INFO_202606129,PC portable,MacBook air pre-retina,310
